index,language,difficulty,success,cleanliness_score,comment_ratio,long_line_ratio,avg_line_length,indent_entropy,identifier_style_mix,title
2219,perl,medium,1,87.78,0.2222,0.0,26.89,1.224,3,Requirements:
2220,perl,hard,0,85.93,0.12,0.0,34.2,1.323,3,Write a Perl function `deploy_application` that automates application deployment by handling build commands and service management. The function must produce output in a specific format.
2221,perl,medium,0,85.06,0.1509,0.0,27.49,1.598,3,Version comparison examples
2222,perl,hard,0,93.5,0.1667,0.0,25.83,1.0,3,"Write a Perl function named `apply_template` that processes template strings by performing text substitutions. The function should take a template string followed by pairs of arguments representing placeholder-value substitutions, and output the modified template."
2223,perl,hard,0,83.65,0.2069,0.0,25.17,1.599,3,**Perl Problem: GCC Compile Command Generator**
2224,perl,hard,0,83.89,0.1429,0.0,31.37,1.71,3,Setup test environment
2225,perl,easy,1,85.87,0.15,0.0,27.25,1.675,3,"Write a Perl function named `get_file_viewer` that determines the appropriate command-line tool to view different types of files based on their file extensions. The function should take a filename as input and return the corresponding viewer command for supported file types. For unsupported file types, the function should return `undef`."
2226,perl,hard,0,83.87,0.0385,0.0,32.0,1.699,3,Write a Perl function called `gitlab_project_search` that helps users search for GitLab projects and handles different types of input patterns.
2227,perl,hard,0,83.16,0.2632,0.0,30.53,1.717,3,Test 1: Single path
2228,perl,hard,0,86.2,0.0943,0.0189,30.32,1.495,3,Input Parameters (all optional):
2229,perl,easy,1,84.38,0.1,0.0,32.66,2.023,3,Requirements:
2230,perl,hard,0,85.67,0.0976,0.0,35.17,1.275,3,Requirements:
2231,perl,medium,1,88.95,0.3,0.0,35.2,0.881,3,"Write a Perl function called `is_palindrome` that determines whether a given input string represents a palindrome number. A palindrome number reads the same forwards and backwards. The function should return ""Palindrome Number"" if the input is a valid palindrome number, and ""Not Palindrome Number"" otherwise."
2232,perl,hard,1,81.29,0.1935,0.0,33.71,2.181,3,Write a Perl function called `compare_versions` that compares two version strings and returns a value indicating their relationship. The function should follow these rules:
2233,perl,medium,1,92.32,0.3684,0.0,36.84,0.998,3,Test case 1: Matching versions (stable)
2234,perl,easy,1,87.1,0.2273,0.0,29.77,1.529,3,Write a Perl function named `docker_cleanup` that simulates Docker container and image cleanup operations based on a provided configuration file. The function should test various cleanup scenarios and always return a failure status (1) as verified by the test cases.
2235,perl,easy,1,83.85,0.1111,0.0,25.96,1.428,4,Requirements:
2236,perl,hard,0,84.68,0.1667,0.0,33.38,2.103,3,**Perl Problem: Parameter Combination Generator**
2237,perl,easy,1,83.94,0.1481,0.0,28.74,1.76,3,Write a Perl function called `validate_package_metadata` that validates software package metadata according to specific rules. The function should return 1 for valid metadata and 0 for invalid metadata.
2238,perl,medium,0,80.42,0.1176,0.0294,38.56,1.596,3,"Write a Perl function called `setup_rootmap` that handles library file setup for different operating systems. The function should create appropriate symbolic links for Darwin/macOS systems while leaving Linux and Windows systems unchanged, and should handle various error conditions."
2239,perl,hard,0,85.04,0.0323,0.0,30.87,1.633,3,"Write a Perl function named `build_ldap_command` that constructs LDAP command strings based on the given operation type, file or base DN, and domain. The function must handle different LDAP operations and format the command appropriately."
2240,perl,hard,0,77.27,0.0,0.0,30.87,1.973,3,Function implementation
2241,perl,hard,0,89.98,0.1622,0.0,31.95,1.267,3,Requirements:
2242,perl,hard,0,92.6,0.35,0.0,36.3,1.0,3,Test extract_and_flatten
2243,perl,hard,0,68.09,0.0,0.0426,36.91,2.527,4,Requirements:
2244,perl,easy,1,86.25,0.0811,0.0,24.73,1.531,3,"Write a Perl script that simulates managing the xterm service with commands: start, stop, and status. The script should have a function named `control_xterm` that handles these commands appropriately."
2245,perl,medium,1,86.89,0.1923,0.0,24.04,1.195,4,**Perl Problem: Homebrew Environment Setup Simulation**
2246,perl,hard,1,80.86,0.2,0.0,32.37,1.785,3,Input Format:
2247,perl,medium,1,88.05,0.1481,0.0,26.0,1.501,3,**Perl Problem: Version String Processing**
2248,perl,medium,1,84.34,0.25,0.0,30.45,1.782,3,**Perl Problem: Verify System Tools Availability**
2249,perl,hard,0,90.53,0.2963,0.0,29.63,1.306,3,Test case 1: Verify coreutils is installed
2250,perl,easy,1,81.64,0.1333,0.0,41.8,1.723,3,Write a Perl function called `construct_mongodb_uri` that takes three arguments:
2251,perl,hard,0,90.38,0.12,0.0,36.72,1.323,3,Write a Perl function named `compare_numbers` that takes two integer arguments and returns a detailed comparison of their relationship using various numeric comparison operators. The output must follow a specific format showing the results of each comparison.
2252,perl,medium,1,82.71,0.1364,0.0,33.05,1.289,3,Successful case
2253,perl,easy,1,88.38,0.2308,0.0,34.85,0.779,3,Test Case 1
2254,perl,hard,1,77.06,0.0714,0.0714,33.5,1.924,3,Test case 1: User with no limit trying to make second connection
2255,perl,hard,0,87.35,0.3333,0.0,37.24,1.691,3,Example 1: File matches one of the patterns
2256,perl,hard,0,86.63,0.0952,0.0,33.24,1.51,3,Requirements
2257,perl,hard,0,84.25,0.2,0.0,28.65,1.219,3,Requirements:
2258,perl,medium,1,87.62,0.0,0.0,36.78,1.347,3,**Perl Problem: Number to Word Conversion**
2259,perl,hard,0,85.62,0.1176,0.0,31.12,1.792,3,Write a Perl function `post_build_comment` that generates a mock GitHub API POST request message for build status comments. The function should handle both successful and failed cases while validating required parameters.
2260,perl,easy,1,84.46,0.1333,0.0,23.07,1.371,3,Valid inputs
2261,perl,hard,1,84.9,0.1053,0.0,45.0,1.267,3,Write a Perl function named `generate_contact_record` that creates a standardized contact record string in a specific format. The function should accept optional arguments for various contact fields and output a formatted string with default values for any missing fields.
2262,perl,hard,0,86.06,0.1039,0.0,32.12,1.757,3,Write a Perl script that implements two functions to help generate notifications for a monitoring system:
2263,perl,medium,0,81.03,0.2174,0.0,39.22,1.531,4,Property extraction examples
2264,perl,hard,0,82.52,0.0625,0.0,30.47,1.962,3,Write a Perl function named `process_vcf_files` that processes Variant Call Format (VCF) files according to specific patterns and generates corresponding output messages.
2265,perl,easy,1,86.06,0.2941,0.0,37.29,0.978,4,"Returns: ""127.0.0.1\t8332\tuser\t1abc123def456ghi789jkl012mno345pqr678stu901vwx234yz567890"""
2266,perl,hard,1,77.37,0.0345,0.0,31.24,1.746,3,Write a Perl function named `dynamic_knn_split` that extracts specific columns from a TSV (Tab-Separated Values) file based on a query type and writes the result to an output file.
2267,perl,hard,1,83.62,0.0833,0.0,23.67,1.825,3,**Perl Problem: Command Availability Checker**
2268,perl,hard,0,82.44,0.0667,0.0,44.8,1.457,3,Example 1 (revision exists)
2269,perl,hard,0,83.0,0.2121,0.0,34.48,1.712,3,**Perl Problem: Deployment Condition Checker**
2270,perl,hard,0,82.23,0.0833,0.0,30.96,1.906,3,Write a Perl function called `simulate_dropbear_keygen` that simulates the process of generating Dropbear SSH host keys in a specified directory. The function should handle different scenarios based on whether the directory exists and what keys are already present.
2271,perl,medium,1,83.67,0.1905,0.0,25.95,1.268,3,Valid directory with files
2272,perl,hard,0,87.04,0.2381,0.0,33.62,1.493,3,Write a Perl script that implements two functions to manage chroot environments:
2273,perl,hard,0,82.72,0.125,0.0,31.67,1.994,4,"Write a Perl function named `process_node_data` that processes node configuration data from a file. The function should validate the input and generate two strings containing space-separated lists of node names: one in the original order and one in reverse order. The input file contains node entries, each with a type (master/slave), hostname, node name, and ID. The function must adhere to the following rules:"
2274,perl,hard,1,85.38,0.2258,0.0,27.74,1.342,3,Write a Perl function `modify_ssh_config` that modifies an SSH configuration file according to specific requirements. The function should take exactly one argument - the path to an SSH configuration file.
2275,perl,hard,0,83.68,0.2,0.04,31.92,1.473,3,Initialize supported_plugins array
2276,perl,easy,1,79.76,0.0333,0.0,26.8,1.363,3,Write a Perl function named `process_coordinates` that converts coordinates from a specific input format to standard decimal degree format.
2277,perl,easy,1,81.49,0.1765,0.0294,38.24,1.917,4,Test Case 1: Normal working site
2278,perl,medium,1,79.9,0.0606,0.0,23.91,1.722,3,Requirements:
2279,perl,hard,0,80.51,0.0541,0.0,33.41,1.993,3,Write a Perl function `manage_latest_version` that helps manage versioned files in a directory. The function should identify the latest version of files matching a specific pattern and optionally clean up older versions.
2280,perl,hard,1,82.81,0.0,0.0,19.67,1.53,2,Write a Perl function named `get_heater_temperature` that determines the appropriate temperature setting for a heater based on the current season and a special condition.
2281,perl,hard,0,84.46,0.0,0.0,27.02,1.13,4,Write a Perl function named `generate_coalhmm_params` that constructs a configuration string for CoalHMM (a phylogenetic analysis tool). The function should accept six arguments in this order:
2282,perl,medium,1,87.16,0.1818,0.0,37.64,0.845,3,**Perl Problem: Database Dump Simulator**
2283,perl,easy,1,88.69,0.2727,0.0,40.18,0.845,3,Requirements:
2284,perl,hard,0,83.32,0.2333,0.0333,30.37,1.014,4,Write a Perl function named `parse_job_stats` that extracts and formats key information from job execution logs. The function should take a multi-line string as input and produce formatted output with specific statistics.
2285,perl,hard,0,84.71,0.1667,0.0,31.58,1.528,3,Write a Perl function named `process_test_results` that analyzes test results and generates a summary report. The function should take test results as input and produce a formatted output showing the total number of passing tests and the breakdown by test sets.
2286,perl,easy,1,79.62,0.0294,0.0294,32.03,1.791,3,**Perl Calculator Function**
2287,perl,easy,1,89.09,0.25,0.0,34.83,1.189,3,Write a Perl function named `setup_docker_network` that checks if the Docker daemon is running before attempting to create a Docker network. The function should handle cases where Docker is not running by returning an appropriate error message.
2288,perl,hard,0,84.52,0.027,0.0,21.76,1.316,3,Example 1
2289,perl,hard,0,76.26,0.0,0.0526,37.58,1.68,4,Write a Perl function called `manage_system_packages` that simulates system package management operations. The function should accept arguments to perform different actions and provide appropriate output messages.
2290,perl,medium,0,88.78,0.0833,0.0,33.17,0.811,3,"Write a Perl function named `md_to_html` that converts Markdown-style headings to HTML heading tags. The function should recognize lines that start with 1-6 hash symbols (`#` to `######`) followed by a space, and convert them to corresponding HTML heading tags (`<h1>` to `<h6>`). All other text should remain unchanged."
2291,perl,hard,0,92.04,0.1707,0.0,28.02,0.989,3,"Create a Perl script that simulates the setup process for dotfiles configuration. The script should implement several functions that work together to simulate different steps of a dotfiles setup process, without actually performing any file operations (all actions should be prefixed with ""Would"" to indicate simulation)."
2292,perl,hard,0,85.79,0.1154,0.0,32.04,1.39,3,Write a Perl script that implements two functions to assist with package management operations:
2293,perl,hard,1,85.77,0.0,0.0,32.53,1.506,4,Should return empty string
2294,perl,easy,1,62.0,0.0,0.1667,48.17,1.0,3,"Write a Perl function named `verify_env_launch_policy` that checks if a given input string contains a specific message about environment variable restrictions. The function should return 1 (true) if the string contains the required message, and 0 (false) if it does not."
2295,perl,hard,1,86.15,0.12,0.0,28.12,1.565,3,"Input: ""1000 2000"""
2296,perl,hard,0,88.36,0.16,0.0,33.16,1.388,3,Write a Perl function named `generate_gdal_params` that constructs parameters for the GDAL `gdal_translate` command based on input parameters. The function should handle input validation and generate the appropriate output format as specified in the test cases.
2297,perl,medium,1,84.13,0.1379,0.0,31.38,1.814,3,Expected output:
2298,perl,hard,0,86.52,0.08,0.0,27.12,1.757,3,Write a Perl function named `process_compiler_args` that processes compiler command-line arguments according to the following specifications:
2299,perl,hard,0,82.71,0.0909,0.0,31.36,1.263,3,"Write a Perl function called `extract_translation_strings` that generates translation template files for different versions of a software project. The function should handle both stable and development versions, allow custom output directories, and validate input parameters."
2300,perl,hard,0,74.44,0.1176,0.0588,38.59,1.902,3,Valid notification
2301,perl,medium,1,91.66,0.2353,0.0,23.88,1.484,3,Test case 1: CentOS/RedHat
2302,perl,hard,0,86.17,0.2069,0.0,25.9,1.502,3,Test tcp 22 (allowed)
2303,perl,medium,1,72.09,0.1481,0.0741,35.78,1.64,4,Write a Perl function called `perform_rsync` that securely transfers files using rsync with the following requirements:
2304,perl,medium,1,84.12,0.1176,0.0,26.82,1.574,3,Test Case 1
2305,perl,medium,1,81.1,0.0556,0.0,31.44,1.252,3,Requirements:
2306,perl,medium,0,82.07,0.2258,0.0,30.13,1.954,3,Test case 1: purge operation
2307,perl,hard,0,84.91,0.28,0.0,29.8,1.599,3,Requirements:
2308,perl,hard,1,85.67,0.0476,0.0,38.29,1.51,3,"Write a Perl function called `process_data_file` that handles different formats of semantic web data files. The function should process files in either Turtle (.ttl) or N-Triples (.nt) format, including their compressed versions (.ttl.gz, .nt.gz)."
2309,perl,hard,0,84.97,0.2667,0.0667,35.93,1.522,3,Write a Perl function called `simulate_valgrind_check` that simulates checking a program for memory leaks and outputs results in a format similar to Valgrind's error summary.
2310,perl,hard,1,87.36,0.25,0.0,43.38,0.954,3,Write a Perl function named `generate_output_filename` that takes two arguments:
2311,perl,hard,0,87.2,0.0294,0.0,36.56,1.342,4,"Write a Perl function named `calculate_julian_adjustments` that computes three adjustment values based on a given day of the year and a year. The function should take two arguments: a day number (1-366) and a year (e.g., 2023), and return an array of three integers representing specific adjustments."
2312,perl,easy,1,82.96,0.2174,0.0,34.87,1.805,3,Write a Perl script that implements two functions to help generate standardized AppImage filenames:
2313,perl,hard,0,85.67,0.1667,0.0,33.42,1.158,4,"Write a Perl function called `get_llvm_config` that generates configuration information for setting up LLVM (Low Level Virtual Machine) on different Linux distributions. The function should take two arguments: a system name (Linux distribution) and an LLVM version, then output the appropriate configuration details."
2314,perl,hard,0,78.02,0.05,0.05,47.55,1.406,4,Invalid cases (should return undef)
2315,perl,hard,0,88.5,0.0625,0.0,31.25,1.505,3,Should return escape sequence for shape 1 (blinking cursor)
2316,perl,medium,1,97.16,0.3333,0.0,22.53,0.722,3,Write a Perl script that implements two functions to validate and retrieve disk information:
2317,perl,easy,1,81.16,0.0,0.0,26.5,1.555,3,Write a Perl function `get_battery_status` that takes two arguments:
2318,perl,easy,1,81.46,0.0408,0.0,33.33,2.067,3,Input Format
2319,perl,easy,1,88.51,0.25,0.0,34.17,0.811,3,Output: nginx 1.23.1
2320,perl,medium,1,88.95,0.3,0.0,31.2,0.881,3,"Returns: ""100 200 300 400 500"""
2321,perl,medium,1,87.01,0.2308,0.0,31.31,1.526,3,"Write a Perl function called `get_git_version` that selects between a version tag and a commit hash based on availability. The function should return the version tag if it's provided (non-empty), otherwise it should return the commit hash. If neither is provided, it should return an empty string."
2322,perl,easy,1,84.04,0.1923,0.0,31.15,2.063,3,Create test files
2323,perl,easy,0,87.62,0.1538,0.0,39.62,0.779,3,Test Case 1: Dropseq with BCL
2324,perl,medium,1,83.78,0.2333,0.0,35.43,1.706,3,**Problem: Compare Package Versions**
2325,perl,hard,1,81.17,0.0,0.0,29.38,1.975,3,All dependencies are installed
2326,perl,hard,1,82.52,0.0714,0.0357,27.21,1.778,3,Default range (no arguments)
2327,perl,hard,0,84.61,0.0,0.0,35.53,1.457,2,"Write a Perl function named `get_deployment_version` that takes a deployment type as input and returns its corresponding version string. The function should return ""unknown"" for any unrecognized deployment type or empty input."
2328,perl,easy,1,81.95,0.1818,0.0,30.95,1.497,3,Test 1: Reading existing file
2329,perl,hard,1,86.52,0.24,0.0,25.64,1.55,3,Write a Perl script that implements two functions:
2330,php,medium,1,81.34,0.0,0.0,28.53,2.051,4,Implement a MerkleDAGStore class in PHP for storing and retrieving objects. The class should support the following operations:
2331,php,hard,0,77.16,0.0667,0.0167,33.08,1.829,4,Implement an activity management system with the following features using PHP:
2332,php,medium,1,87.72,0.1,0.0,35.07,1.556,3,"Write a PHP function `handleMonthChange` that takes an object representing the current month and year, and a number representing the month change, then returns a new object containing the updated month information."
2333,php,easy,1,81.57,0.125,0.0,37.42,2.138,4,Write a PHP function `errorBoundary` that takes a callable as a parameter and executes it. The function should return an associative array containing one of the following two cases:
2334,php,hard,0,77.44,0.0323,0.0,34.52,2.343,5,Implement a ToDoManager class in PHP that manages a collection of tasks with the following functionality:
2335,perl,hard,0,75.24,0.037,0.037,31.15,2.269,3,Write a Perl function called `parse_and_export_config` that retrieves and displays configuration details for specific software versions. The function should take a version string as input and output the corresponding configuration in a standardized format.
2336,php,medium,1,80.15,0.0,0.0,23.83,1.718,4,Implement a Stack data structure using PHP. The Stack class should support the following operations:
2337,php,hard,0,78.81,0.0395,0.0,41.22,2.611,3,Write a PHP function `processInputs` that accepts two types of inputs and returns an object containing number comparison results and animal classification results.
2338,php,hard,0,80.09,0.1077,0.0154,38.34,1.81,4,Write a PHP function `processPizzaOrder` to handle a pizza order conversation flow. The function should return appropriate responses and order status based on the user's message content.
2339,php,hard,0,79.45,0.0526,0.0263,40.37,2.269,3,Write a PHP function `combineImages` that merges two images (a background image and an avatar) into a new composite image. The function should handle various input scenarios and return appropriate results.
2340,php,hard,1,82.85,0.1481,0.0,37.19,2.021,3,"Write a PHP function `quickSort` that takes an array of numbers as input and returns a new array sorted in ascending order. The sorted array should contain all original elements, including duplicates."
2341,php,medium,1,79.85,0.075,0.0,30.52,2.008,5,Implement a Trie (prefix tree) data structure in PHP that supports the following operations:
2342,php,medium,1,71.79,0.0263,0.0,29.89,2.208,5,PHP Programming Problem: Breadth-First Search (BFS) in Graphs
2343,php,medium,1,68.09,0.087,0.087,46.83,2.466,3,Write a PHP function `calculateCanvasEdgeIntersection` that calculates the intersection point of a line from an internal point to an external point with the edge of a canvas.
2344,php,easy,0,77.97,0.0,0.0,28.73,2.212,4,Implement a GameEntityManager class in PHP to manage player and bullet entities in a game. The class should provide the following functionality:
2345,php,hard,0,75.93,0.0741,0.0,35.61,2.332,5,Implement a user authentication system class `UserAuthSystem` in PHP that includes the following functionalities:
2346,php,hard,0,72.87,0.0556,0.0278,37.61,2.436,4,Write a PHP function `processFileNameTransformations` that processes an array of video file information and returns the filename transformation results.
2347,php,hard,0,78.82,0.0259,0.0086,29.19,1.878,4,Write a PHP program to simulate rigid body physics in 2D space. Implement a `RigidBody` class and related physics simulation functions.
2348,php,hard,0,78.15,0.1212,0.0,34.45,2.234,4,Write a PHP function `filterTableData` that filters table data based on given criteria and returns the filtered results along with statistics.
2349,php,hard,1,75.36,0.0,0.0,23.03,1.919,5,PHP Class Inheritance Exercise: Create Person and IronMan Classes
2350,php,hard,0,75.57,0.0814,0.0233,35.76,2.589,4,Implement a user management system with the following functionality:
2351,php,medium,0,71.46,0.0,0.0879,44.41,1.714,5,Implement a TokenSimulator class to simulate basic token operations. The class needs to support the following functionality:
2352,php,hard,0,79.19,0.0687,0.0,36.24,2.229,4,"Implement a document management system that can create, retrieve, update, and delete documents while handling document version conflicts."
2353,php,easy,0,81.99,0.1,0.0,26.43,2.023,4,"Write a PHP function `minCostClimbingStairs` that takes an array of non-negative integers `cost`, where each element represents the cost of stepping on that stair. You can start climbing from either stair at index 0 or 1, and you can climb either 1 or 2 stairs at a time. Your goal is to calculate the minimum cost to reach the top of the stairs (i.e., beyond the end of the array)."
2354,php,hard,1,78.6,0.0794,0.0,29.43,1.973,5,Implement a Tic-Tac-Toe game class called TicTacToe with the following functionality:
2355,php,easy,1,79.72,0.0323,0.0,29.13,2.194,3,PHP Programming Problem: Binary Search and Counting
2356,php,hard,0,74.52,0.069,0.0,34.22,2.95,5,Write a PHP function `fetchSuperheroData` that returns information about a superhero based on the input name or an error message if not found.
2357,php,easy,1,84.91,0.0769,0.0,36.65,1.913,3,Write a PHP function `checkScheduledTime` that takes two DateTime objects as parameters: one representing a scheduled meeting time and another representing the current time. The function should return a string based on the following rules:
2358,php,hard,0,76.11,0.0,0.0,31.54,2.353,5,Implement a Dart Board Manager class called DartBoardManager with the following functionality:
2359,php,medium,1,79.37,0.0517,0.0,34.34,2.446,3,Write a PHP function `handleWebRequest` that processes different web requests and returns appropriate responses and log messages. The function should return specific messages based on different request paths and record corresponding access logs.
2360,php,hard,0,81.99,0.0097,0.0,42.73,1.808,4,Write a PHP class `MidiMessageHandler` that implements MIDI message processing functionality. The requirements are:
2361,php,hard,0,78.76,0.093,0.0233,36.7,2.13,4,Write a PHP function `manageStoryProgress` that manages story progress state in a game. The function should accept an object representing the current game state as a parameter and return the updated game state object.
2362,php,hard,0,72.98,0.0857,0.0857,41.26,1.589,4,Write a PHP function `calculateNearestPoint` that calculates the nearest point on a satellite's orbit to a given ground target and returns relevant information.
2363,php,hard,0,75.68,0.0365,0.0146,37.77,2.339,5,Implement an Artist Management System using PHP. The system should be implemented as a class `ArtistManager` with the following functionality:
2364,php,hard,0,78.52,0.1231,0.0154,40.48,2.379,4,"Write a PHP function `processLibraryIncludes` that processes module import calls, converting specific library include calls to standard require calls and handling duplicate imports."
2365,php,easy,1,86.7,0.1176,0.0,40.59,1.809,3,Write a PHP function `detectCollision` to detect whether two circular objects collide. Each circular object is represented by an object with `position` and `radius` properties. The `position` is an object with `x` and `y` properties representing the coordinates of the circle's center. The `radius` represents the circle's radius.
2366,php,medium,1,83.02,0.1714,0.0,34.51,2.038,4,Write a PHP function named `simulateDomContext` that simulates property access and processing in a DOM context. The function needs to handle the following cases:
2367,php,easy,0,78.34,0.0294,0.0,34.82,2.824,4,Write a PHP function `simulateServerErrorHandling` that simulates different server error handling scenarios. The function should return the server's state and error information based on different error types.
2368,php,medium,1,83.52,0.1154,0.0,30.62,1.933,4,Write a PHP function `validateAndUploadFile` that validates and processes an uploaded file. The function should accept a file object as a parameter and return a result object based on the following rules:
2369,php,hard,0,85.32,0.1915,0.0,38.64,1.23,4,"Write a PHP function `getBackgroundColor` that accepts a `Color` object and a mixing factor, and returns a new `Color` object. The `Color` class should have a method `getColors` that returns an object with `r`, `g`, and `b` properties."
2370,php,hard,0,77.52,0.0123,0.0,32.95,2.563,4,Implement a user preference management system using PHP. The system needs to manage the following user preferences:
2371,php,easy,1,76.5,0.0,0.0,27.96,2.237,5,Write a PHP function `isSubtree` that determines whether a binary tree `t` is a subtree of another binary tree `s`. The tree `t` is considered a subtree of `s` if there exists a subtree in `s` that has the same structure and node values as `t`.
2372,php,medium,1,83.42,0.0702,0.0,30.63,1.834,4,Create an ICO (Initial Coin Offering) class in PHP to simulate the crowdfunding process of cryptocurrency. The class must meet the following requirements:
2373,php,hard,0,82.54,0.14,0.0,25.02,1.566,5,Implement a Stack data structure in PHP with the following requirements:
2374,php,hard,0,74.77,0.0,0.0,35.92,2.821,5,Implement a game input handler class called GameMovementHandler in PHP that meets the following requirements:
2375,php,easy,1,81.68,0.1667,0.0,37.46,1.933,4,Write a PHP function `convertToTitleCase` that converts a given string to title case format. Title case is defined as: the first letter of each word capitalized and all other letters lowercase. The original number of spaces between words and other characters (including numbers) should remain unchanged.
2376,php,medium,0,78.0,0.0,0.0213,37.65,1.676,5,Implement a WebGL wrapper simulator class called GLWrapperSimulator with the following functionalities:
2377,php,medium,0,75.84,0.0,0.0,30.14,2.638,4,Implement a graph analysis tool in PHP with the following two functions:
2378,php,hard,0,76.41,0.015,0.0,29.27,2.419,5,Implement a PopulationCRUD class in PHP to manage city population data with CRUD operations. The class should support:
2379,php,hard,0,76.29,0.05,0.0,36.34,3.048,5,Write a PHP function `printSequentialMessages` that prints a set of messages sequentially with a fixed delay between each message.
2380,php,hard,0,78.16,0.0309,0.0,30.15,2.209,5,Implement a user authentication system class `UserAuthSystem` in PHP that includes the following functionality:
2381,php,easy,1,83.6,0.1935,0.0,33.13,2.095,4,Write a PHP function `postReducer` to manage the state of blog posts. The function should handle the following actions:
2382,php,easy,1,75.37,0.0303,0.0,24.79,1.712,5,Implement a PHP class named `Sequence` that generates and manipulates a number sequence. The class should meet the following requirements:
2383,php,medium,0,80.23,0.0732,0.0,34.35,1.696,4,Implement an array operations manager function `arrayOperationsManager` that can perform various operations on an array based on different operation types and return a detailed object containing the operation results.
2384,php,easy,0,79.57,0.0645,0.0,30.66,2.398,4,Implement a simple router simulator using PHP. The RouterSimulator class should support the following functionality:
2385,php,hard,0,77.39,0.1818,0.0606,47.55,1.783,4,"Write a PHP function `fontStyleManager` to validate and manage font style settings. The function should accept 1 to 4 parameters representing font family, font weight, font style, and font size respectively."
2386,php,medium,0,75.51,0.0,0.0377,36.25,2.211,4,Write a PHP function `sortData` that sorts a two-dimensional array according to specified sorting rules. The requirements are as follows:
2387,php,hard,0,77.29,0.0286,0.0,30.09,2.193,4,Write a PHP function `searchTVShows` that accepts a string parameter and returns an array containing TV show information. The function should meet the following requirements:
2388,php,hard,1,76.47,0.0299,0.0,41.3,2.503,5,Write a PHP function `AvatarTransformer` that takes an array of avatar rules and returns an object with the following methods:
2389,php,hard,0,82.5,0.1579,0.0,37.18,2.418,3,"Write a PHP function `verify_jwt_token` that validates a JWT (JSON Web Token). The function should accept two parameters: a token string and a secret string, and return an array containing the validation result."
2390,php,easy,1,84.91,0.1636,0.0,25.0,2.09,3,Implement the following three search functions in PHP:
2391,php,hard,1,70.41,0.0,0.0,26.73,2.037,5,"Write a PHP function `constructBSTFromPostorder` that constructs a Binary Search Tree (BST) from a given postorder traversal array and returns the constructed tree. Additionally, provide a helper function `printBSTLevelOrder` that prints the BST nodes in level order (breadth-first), with each level's node values in a subarray."
2392,php,easy,0,77.07,0.1163,0.0,38.86,2.126,5,Implement a Graph class in PHP that includes the following methods:
2393,php,hard,0,78.34,0.0882,0.0,28.41,2.289,4,"Write a PHP function `authenticateUser` to implement user authentication. The function should take two string parameters: username and password, and return an array containing the authentication result."
2394,php,easy,1,83.92,0.1852,0.0,42.41,1.861,4,Write a PHP function `perform_array_operations` that takes three parameters: two arrays and a new element. The function should return an object with three properties:
2395,php,medium,0,78.86,0.0,0.0,31.72,1.751,5,Implement a simple 2D game player class in PHP
2396,php,hard,0,76.6,0.0316,0.0,36.09,2.622,5,Implement a YouTube service class in PHP that includes the following functionalities:
2397,php,easy,0,79.51,0.0,0.0,36.55,2.157,4,Implement a course management system using PHP. Create a `CourseManager` class that manages course and student information. The class should provide the following functionality:
2398,php,hard,0,76.05,0.1176,0.0294,36.68,1.892,4,Write a PHP function `parseChatMessages` that can parse an array of chat messages and convert each message into structured data.
2399,php,hard,0,78.31,0.0192,0.0,34.13,2.234,4,Write a PHP program to process a queue of building options. Implement the following two functions:
2400,php,hard,0,78.9,0.1087,0.0,30.61,2.363,5,Implement a WebViewManager class to manage web view operations in PHP. The class must provide the following functionality:
2401,php,hard,0,76.62,0.0536,0.0,31.83,2.416,5,Implement a User Authentication System in PHP
2402,php,medium,1,77.34,0.0909,0.0606,41.45,1.783,3,"Write a PHP function `generateExcuse` that generates a specific excuse string based on four index parameters. The excuse string is composed by combining four parts: ""who"", ""action"", ""what"", and ""when""."
2403,php,medium,0,84.07,0.0882,0.0,29.26,1.258,4,"Write a PHP function `trimBST` that accepts the root node of a Binary Search Tree (BST) and two integers L and R as parameters. The function should trim the tree so that all node values fall within the range [L, R]. The trimmed tree should still be a valid BST and should only contain nodes within the specified range. For nodes outside the range, they should be replaced by their subtrees' nodes that fall within the range (if any exist)."
2404,php,medium,0,77.78,0.0612,0.0,34.63,2.477,4,Implement a joke management system using PHP. The system should be implemented as a `JokeManager` class with the following functionality:
2405,php,easy,1,83.44,0.1731,0.0,40.94,1.977,4,Write a PHP function `filterValues` that filters available values based on allowed and preferred criteria.
2406,php,easy,1,79.33,0.0513,0.0256,30.18,2.194,3,"Write a PHP function `binarySearch` that implements the binary search algorithm. The function should take a sorted array and a target value as parameters, and return the index of the target value in the array. If the target value is not found in the array, it should return -1."
2407,php,hard,0,75.18,0.0286,0.0,37.63,2.609,5,Write a PHP function `createGameScene` that creates a game scene object capable of triggering callback functions based on key press states.
2408,php,easy,0,82.99,0.0541,0.0,31.97,2.002,4,Write a PHP program that implements three string manipulation functions:
2409,php,easy,1,75.06,0.0444,0.0,37.31,2.916,4,Write a PHP function `detectCollision` to detect collisions between a moving entity and a 2D tile map.
2410,php,easy,0,78.72,0.0957,0.0,31.52,2.304,5,Implement a user authentication service class AuthService with the following functionality:
2411,php,medium,1,79.48,0.0,0.0,25.49,1.995,5,Implement a PHP class `ParentClass` to manage a list of words. The class must meet the following requirements:
