index,language,difficulty,success,control_flow_score,pattern_signal_count,dispatch_count,imperative_branch_count,title
1883,julia,medium,1,-1.8,0,1,8,Test Case 1: Basic connection
1884,julia,hard,0,-2.4,0,0,6,Input/Output Specifications:
1885,julia,hard,1,1.6,0,2,3,Function Requirements:
1886,julia,medium,1,-2.0,0,0,5,**Problem: Sum of Multiples of 3 or 5**
1887,julia,hard,1,-4.2,0,1,14,Test case 1: Two lists intersecting at node with value 8
1888,julia,medium,1,-2.4,0,0,6,**Problem: Find Perfect Cubes Up to a Given Limit in Julia**
1889,julia,hard,0,-13.8,0,1,38,**Julia Programming Problem: Housing Search Configuration Validator**
1890,julia,medium,1,-1.2,0,0,3,**Korean Character Processing Functions in Julia**
1891,julia,medium,1,-2.8,0,0,7,**Programming Problem: Counting Accepted and Wrong Answers**
1892,julia,easy,1,-0.0,0,2,7,Test case 1: Basic word addition and search
1893,julia,medium,1,0.4,0,2,6,**Problem: Find the Most Common Element in an Array**
1894,julia,medium,1,-1.6,0,0,4,Your implementation here
1895,julia,medium,1,-3.8,0,1,13,**Problem: Implement a Trie (Prefix Tree) in Julia**
1896,julia,hard,1,-3.2,0,0,8,Test case 1: Add text and view a character
1897,julia,easy,1,-1.2,0,0,3,**Problem: Minimum Bill Count (Julia Version)**
1898,julia,hard,0,-2.4,0,0,6,Input:
1899,julia,medium,0,3.8,0,5,8,**Problem: Extract Test Case Data from Spreadsheet Structure**
1900,julia,medium,1,-4.4,0,0,11,**Problem: Counting N-Queens Solutions**
1901,julia,hard,0,-0.8,0,0,2,**Problem: Calculate Sentence Length Similarity**
1902,julia,hard,0,-2.0,0,0,5,"left should be [[1, 2], [2, 3], [3, 4]]"
1903,julia,hard,1,-4.0,0,0,10,**Problem: Minimum Window Substring in Julia**
1904,julia,hard,0,-4.0,0,0,10,Functions to Implement:
1905,julia,hard,0,-1.6,0,0,4,**Word Embeddings Processor**
1906,julia,hard,1,-2.0,0,0,5,**Problem: Calculate Genomic Position in Julia**
1907,julia,hard,0,-2.4,0,2,13,Test case 1: Simple tree with only a root node
1908,julia,easy,1,-2.8,0,0,7,**Prime Number Finder (Julia Version)**
1909,julia,easy,1,-2.0,0,0,5,**Programming Problem: Greeting Based on Command Line Arguments (Julia Version)**
1910,julia,hard,0,-4.8,0,0,12,Test case 1: n = 1
1911,julia,medium,1,2.2,0,3,5,Your implementation here
1912,julia,hard,1,-1.4,0,1,7,Test case 1: Simple array with small numbers
1913,julia,medium,1,-1.6,0,0,4,**Problem: Implement Counting Sort in Julia**
1914,julia,hard,1,-4.6,0,1,15,Test case 1: Two identical trees
1915,julia,hard,0,-4.6,0,1,15,Test case 1: Linked list with loop
1916,julia,hard,0,-9.2,0,0,23,Your implementation here
1917,julia,hard,1,-2.0,0,0,5,Test case 1: Simple AND operation
1918,julia,medium,1,1.0,0,1,1,**Problem: Calculate Spending Statistics (Julia Version)**
1919,julia,medium,1,-1.8,0,1,8,Input:
1920,julia,hard,0,-0.6,0,1,5,Create the test tree
1921,julia,hard,0,-1.8,0,1,8,**Problem: Check if a String is a Palindrome**
1922,julia,hard,0,-3.8,0,1,13,**1. BayesianModel**
1923,julia,medium,1,-3.2,0,0,8,**Problem: Predict the Winner**
1924,julia,hard,1,-0.2,0,1,4,**Problem: Count Substring Occurrences**
1925,julia,hard,0,-2.6,0,1,10,**Problem: String Manipulation Functions in Julia**
1926,julia,hard,0,-0.6,0,1,5,**YouTube Data Processor in Julia**
1927,julia,hard,0,-2.8,0,0,7,**Email Validation in Julia**
1928,julia,hard,0,-1.6,0,0,4,Test case 1: Simple tree with 3 nodes (3 unival subtrees)
1929,kotlin,hard,1,-3.2,0,0,8,HR Role Management System in Kotlin
1930,julia,medium,1,-4.0,0,0,10,**Problem: Sliding Window Maximum**
1931,julia,hard,1,-0.2,0,3,11,Test Case 1: Range 100-200
1932,kotlin,easy,1,0.0,0,0,0,Secure Property Manager Implementation in Kotlin
1933,kotlin,medium,1,-1.6,0,0,4,Game Results Analysis System in Kotlin
1934,kotlin,hard,1,-0.2,0,1,4,N-ary Tree Level Order Traversal (Kotlin Implementation)
1935,kotlin,hard,0,-2.2,0,1,9,Network Analysis Problem in Kotlin
1936,kotlin,easy,1,-2.2,0,3,16,House Painting Cost Optimization Problem (Kotlin Version)
1937,kotlin,easy,1,0.0,0,0,0,Color Utility Class Implementation in Kotlin
1938,kotlin,hard,0,-1.6,0,0,4,System Property Manager Implementation in Kotlin
1939,kotlin,hard,0,-6.0,0,0,15,Requirements:
1940,kotlin,hard,1,-0.8,0,0,2,UI Component State Manager (Kotlin Version)
1941,kotlin,easy,1,-3.6,0,0,9,Project Target Area Management System
1942,kotlin,medium,1,6.4,0,6,5,Set Operations Problem in Kotlin
1943,kotlin,hard,1,0.8,0,2,5,Advanced Message Processing System in Kotlin
1944,kotlin,medium,1,-2.2,0,1,9,Problem: SQL Transaction Analyzer (Kotlin)
1945,kotlin,hard,1,-1.0,0,1,6,Action Processor System
1946,kotlin,hard,0,-1.4,0,1,7,Image URL Transformation System
1947,kotlin,easy,1,-4.2,0,1,14,Student Management System in Kotlin
1948,kotlin,easy,1,-2.0,0,2,12,Advanced Image Processing System (Kotlin Implementation)
1949,kotlin,hard,0,-5.6,0,0,14,Topic-Based Message Queue System
1950,kotlin,easy,1,-2.8,0,0,7,User Management System Implementation in Kotlin
1951,kotlin,easy,1,3.0,0,3,3,Enhanced Interactive Element Implementation
1952,kotlin,medium,1,-0.4,0,4,15,Enhanced Heap Sort Implementation in Kotlin
1953,kotlin,easy,1,-1.0,0,1,6,Resource Allocation System for Employee Bathrooms (Kotlin Version)
1954,kotlin,easy,1,1.0,0,1,1,Log System Implementation in Kotlin
1955,kotlin,hard,1,5.4,0,5,4,Key Format Converter Problem
1956,kotlin,medium,1,-2.0,0,0,5,Token Management System
1957,kotlin,hard,0,-1.6,0,2,11,Supplier Management System (Kotlin Implementation)
1958,kotlin,medium,1,-2.2,0,1,9,User Authentication System (Kotlin Implementation)
1959,kotlin,medium,1,1.8,0,3,6,Enhanced Error Handling System
1960,kotlin,medium,1,-4.4,0,0,11,Inventory Management System
1961,kotlin,easy,1,-2.4,0,0,6,Authorization Request Validator (Kotlin Implementation)
1962,kotlin,medium,0,-2.8,0,0,7,Contractor Management System (Kotlin Implementation)
1963,kotlin,hard,1,-3.8,0,1,13,File Content Processing Problem in Kotlin
1964,kotlin,medium,1,-2.2,0,1,9,BigQuery Configuration Manager (Kotlin Implementation)
1965,kotlin,hard,1,-2.0,0,0,5,Student Database Search System (Kotlin Implementation)
1966,kotlin,easy,0,-0.8,0,0,2,Permission Management System
1967,kotlin,hard,0,-3.2,0,0,8,Task Scheduler Implementation in Kotlin
1968,kotlin,medium,1,0.6,0,1,2,User Authentication System (Kotlin Implementation)
1969,kotlin,hard,0,0.4,0,2,6,Project Management System in Kotlin
1970,kotlin,easy,1,-2.0,0,2,12,Time-Based Table Sharding System (Kotlin)
1971,kotlin,medium,1,-7.0,0,1,21,Finance Data Validation System (Kotlin)
1972,kotlin,medium,0,-3.6,0,0,9,Statistical Anomaly Detection in Time Series Data (Kotlin Implementation)
1973,kotlin,easy,1,-2.8,0,0,7,Branch Protection Rule Analyzer (Kotlin Implementation)
1974,kotlin,hard,1,-1.6,0,0,4,You are tasked with implementing an asset management system for a blockchain application that handles heterogeneous assets across multiple chains using Kotlin. The system should be able to:
1975,kotlin,easy,1,1.6,0,2,3,User Behavior Analysis System (Kotlin Implementation)
1976,kotlin,medium,1,-4.0,0,0,10,Programming Problem: Training Configuration Validator (Kotlin Version)
1977,kotlin,hard,1,1.4,0,3,7,Cloud Service Management System (Kotlin Implementation)
1978,kotlin,hard,1,-0.8,0,2,9,Asynchronous Task Execution with Timeout and Retry (Kotlin)
1979,kotlin,medium,1,1.4,0,5,14,GIS Map Management System (Kotlin Implementation)
1980,kotlin,hard,0,-2.6,0,1,10,Thread-Local User Session Management System in Kotlin
1981,kotlin,medium,1,-1.2,0,2,10,Advanced Character Transformation System (Kotlin Version)
1982,kotlin,medium,1,-2.0,0,0,5,Receipt Status Analyzer Problem (Kotlin Version)
1983,kotlin,medium,1,-1.6,0,0,4,Binary Tree Depth Analysis
1984,kotlin,hard,1,-4.2,0,1,14,Caesar Cipher Two Encryption System (Kotlin Implementation)
1985,kotlin,medium,1,-2.4,0,0,6,Android Educational App Navigation System (Kotlin Version)
1986,kotlin,hard,0,-2.0,0,0,5,Roman Numeral to Integer Converter (Kotlin Version)
1987,kotlin,hard,0,-0.8,0,2,9,Air Traffic Control System Implementation in Kotlin
1988,kotlin,medium,1,-9.6,0,0,24,Graph Analysis and Simulation in Kotlin
1989,kotlin,medium,1,-1.6,0,2,11,Image Processing System in Kotlin
1990,kotlin,medium,1,-3.6,0,0,9,Network Status Analyzer (Kotlin Version)
1991,kotlin,easy,1,-0.6,0,3,12,Sliding Bar Theme Manager (Kotlin Implementation)
1992,kotlin,hard,1,-2.8,0,0,7,Module Discussion System Implementation in Kotlin
1993,kotlin,medium,1,-0.0,0,2,7,Download Manager Configuration System (Kotlin Version)
1994,kotlin,medium,1,-0.2,0,1,4,Weak Listener Manager Implementation in Kotlin
1995,kotlin,medium,1,-0.4,0,0,1,Phone Configuration Builder (Kotlin Implementation)
1996,kotlin,easy,1,-3.6,0,0,9,Bit Manipulation Operations in Kotlin
1997,kotlin,easy,1,-2.4,0,0,6,Nested List Analysis (Kotlin Implementation)
1998,kotlin,medium,1,-1.2,0,0,3,User Authentication System (Kotlin Implementation)
1999,kotlin,medium,1,-0.4,0,2,8,Virtual Robot Component Manager Problem (Kotlin Version)
2000,kotlin,hard,1,4.0,0,4,4,Color Space Conversion: CMYK to RGB and Beyond (Kotlin Version)
2001,kotlin,hard,1,-2.4,0,0,6,DFA Acceptor Implementation in Kotlin
2002,kotlin,easy,1,-1.0,0,3,13,Advanced Blocking Queue Manager Problem in Kotlin
2003,kotlin,hard,0,-1.6,0,0,4,OTA Update Manager Implementation in Kotlin
2004,kotlin,hard,1,-2.4,0,0,6,Enhanced Smooth Scroller Implementation in Kotlin
2005,kotlin,hard,0,3.4,0,3,2,Kotlin Programming Problem: Person and Vehicle Management System
2006,kotlin,easy,1,-3.6,0,2,16,Function Dependency Manager Problem in Kotlin
2007,kotlin,easy,1,-1.2,0,2,10,Caesar Cipher Implementation in Kotlin
2008,kotlin,easy,1,0.4,0,2,6,RSA Cryptanalysis: Short Plaintext Attack (Kotlin Implementation)
2009,kotlin,hard,1,-0.2,0,1,4,Patient Medical Records System
2010,kotlin,medium,1,-2.4,0,0,6,Security Request Validator (Kotlin Implementation)
2011,kotlin,hard,1,-1.2,0,0,3,Elasticsearch Query Expression Builder (Kotlin)
2012,kotlin,hard,1,0.4,0,2,6,GridBagLayout Analyzer (Kotlin Version)
2013,kotlin,easy,1,0.2,0,1,3,Exception Handling Analysis Problem in Kotlin
2014,kotlin,hard,0,-3.2,0,0,8,"Implement a permission management system in Kotlin that handles permission requests, tracks permission statuses, and notifies registered listeners about permission request outcomes. The system should simulate permission grants (for testing purposes) and provide functionality to check if all required permissions have been granted."
2015,kotlin,easy,1,3.6,0,4,5,Payment Transaction Analysis System
2016,kotlin,hard,0,0.2,0,1,3,Implement a thread-safe Review Management System in Kotlin that allows users to:
2017,kotlin,hard,0,-1.6,0,0,4,Parking Lot Availability Analyzer (Kotlin Version)
2018,kotlin,hard,1,0.2,0,1,3,Player Management System in Kotlin
2019,kotlin,hard,0,-2.4,0,0,6,Binary Tree Inversion Problem in Kotlin
2020,kotlin,hard,1,-1.0,0,1,6,Fragment Navigation System
2021,kotlin,medium,1,3.0,0,3,3,Enhanced User Management System in Kotlin
2022,kotlin,medium,1,1.8,0,3,6,Advanced Image Storage Service in Kotlin
2023,kotlin,easy,1,-2.0,0,0,5,Hotel Room Management System in Kotlin
2024,kotlin,medium,1,-2.0,0,0,5,Metadata Management System in Kotlin
2025,kotlin,medium,0,-5.2,0,0,13,Itinerary Planner Problem (Kotlin Version)
2026,kotlin,hard,0,-2.8,0,0,7,Graph Node Processing in BFS (Kotlin Implementation)
2027,kotlin,medium,1,1.2,0,2,4,Advanced Image Scaling with Adjustments (Kotlin Version)
2028,kotlin,hard,0,-0.2,0,1,4,Enhanced Chain of Responsibility Implementation in Kotlin
2029,kotlin,easy,1,-1.4,0,1,7,Polymorphic Dispatcher Implementation in Kotlin
2030,kotlin,medium,1,1.2,0,2,4,Server Configuration Management System (Kotlin Implementation)
2031,kotlin,hard,0,-2.0,0,2,12,User Management System Implementation in Kotlin
2032,kotlin,easy,1,-3.6,0,0,9,Virtual Keyboard State Manager (Kotlin Implementation)
2033,kotlin,medium,1,2.2,0,3,5,Operator Management System Implementation in Kotlin
2034,kotlin,easy,1,-6.4,0,0,16,Enhanced Heap Implementation in Kotlin
2035,kotlin,easy,1,-3.2,0,0,8,ViewPager Management System
2036,kotlin,hard,0,-2.2,0,1,9,Authentication Configuration Validator (Kotlin)
2037,kotlin,easy,1,-5.4,0,1,17,Bank Account Management with Overdraft Protection (Kotlin Implementation)
2038,kotlin,hard,1,-0.4,0,0,1,Firebase Reference Manager Implementation (Kotlin)
2039,kotlin,hard,1,1.4,0,1,0,DKIM Configuration Manager (Kotlin Implementation)
2040,kotlin,easy,1,-2.4,0,0,6,Audit Timestamp Analysis
2041,kotlin,hard,0,-0.8,0,0,2,Trade Type Analysis System in Kotlin
2042,kotlin,medium,1,0.2,0,1,3,Classroom Management System (Kotlin Implementation)
2043,kotlin,medium,1,-0.8,0,2,9,Team Member Management System in Kotlin
2044,kotlin,medium,1,-2.0,0,0,5,User Data Validation and Processing in Kotlin
2045,kotlin,medium,1,-1.2,0,0,3,Card Game Combat Simulator (Kotlin Implementation)
2046,kotlin,hard,0,-2.4,0,0,6,Error Handling System Implementation in Kotlin
2047,kotlin,hard,1,-3.4,0,3,19,Enhanced Fragment Pager Adapter Implementation in Kotlin
2048,kotlin,hard,0,-3.6,0,0,9,Rectangle Geometry Analyzer (Kotlin)
2049,kotlin,hard,0,-0.0,0,2,7,Enhanced Database Exporter Implementation (Kotlin)
2050,kotlin,hard,0,-0.6,0,3,12,Security Management System Implementation in Kotlin
2051,kotlin,easy,1,-5.4,0,1,17,Binary Tree Node Information System
2052,kotlin,easy,1,-2.6,0,1,10,Client Configuration Manager (Kotlin)
2053,kotlin,easy,1,-4.0,0,0,10,Image Transformation Problem in Kotlin
2054,kotlin,easy,1,-2.6,0,1,10,Friendship Management System in Kotlin
2055,kotlin,hard,0,1.6,0,2,3,Ticket Management System in Kotlin
2056,kotlin,hard,0,0.0,0,0,0,Observer Pattern Implementation in Kotlin
2057,kotlin,easy,1,-2.8,0,0,7,Kotlin Programming Problem: Generic Data Manager
2058,kotlin,hard,1,-1.6,0,0,4,House Data Analysis System (Kotlin Implementation)
2059,kotlin,hard,1,0.2,0,1,3,Graph Analyzer Problem in Kotlin
2060,kotlin,easy,1,-3.0,0,1,11,Announcement Ban Validation System (Kotlin Implementation)
2061,kotlin,hard,1,-0.6,0,1,5,Animation Engine Implementation in Kotlin
2062,kotlin,hard,1,-8.4,0,0,21,Sorting Algorithms Benchmark in Kotlin
2063,kotlin,easy,1,-1.0,0,1,6,Tab Management System
2064,kotlin,hard,1,-4.0,0,0,10,Game Progress Management System
2065,kotlin,easy,1,-3.6,0,0,9,Navigation Manager Implementation in Kotlin
2066,kotlin,easy,1,2.4,0,4,8,Role-Based Access Control System (Kotlin Implementation)
2067,kotlin,hard,1,-3.2,0,0,8,User Registration Data Processing
2068,kotlin,hard,0,3.8,0,3,1,Bidding Exception Handling System (Kotlin Version)
2069,kotlin,medium,1,1.8,0,3,6,Department Information Retrieval System (Kotlin Version)
2070,kotlin,hard,1,1.4,0,3,7,Day Type and Next Day Calculator (Kotlin Version)
2071,kotlin,hard,0,8.0,0,8,8,User Management System in Kotlin
2072,kotlin,hard,1,1.4,0,3,7,View Management System
2073,kotlin,hard,0,-1.0,0,1,6,Discount Management System (Kotlin Implementation)
2074,kotlin,easy,1,-4.2,0,1,14,Red-Black Tree Node Implementation in Kotlin
2075,kotlin,easy,1,0.4,0,2,6,Enhanced MQTT PUBREC Handler Implementation in Kotlin
2076,kotlin,hard,0,-9.6,0,0,24,Trading Calendar Utility Implementation (Kotlin)
2077,kotlin,hard,0,-2.8,0,0,7,News Management System in Kotlin
2078,kotlin,easy,1,-0.8,0,0,2,LED Pattern Controller Programming Problem (Kotlin Version)
2079,kotlin,hard,1,-1.2,0,0,3,Graph Analysis Problem in Kotlin
2080,kotlin,easy,1,-2.6,0,1,10,User Management System Implementation in Kotlin
2081,kotlin,medium,1,-2.4,0,0,6,Number Operations Implementation in Kotlin
2082,kotlin,hard,1,-0.6,0,1,5,Configuration Manager Implementation in Kotlin
2083,kotlin,hard,0,-3.6,0,0,9,Fixed Price Item Validation System
2084,kotlin,easy,1,5.6,0,6,7,UI Event Handler Implementation in Kotlin
2085,kotlin,medium,1,-1.6,0,2,11,Class Requirements
2086,kotlin,easy,1,-0.6,0,1,5,Enhanced QuickSort with Statistics Tracking in Kotlin
2087,kotlin,medium,1,0.0,0,0,0,Lifecycle Manager Implementation in Kotlin
2088,kotlin,easy,1,-7.2,0,0,18,"Implement an `EnhancedSmartArray` class in Kotlin that provides a dynamic array with enhanced functionality including bulk operations, statistics, and improved error handling. The array should automatically resize when needed and provide various utility methods for element manipulation and retrieval."
2089,kotlin,easy,1,1.2,0,4,11,Role-Based Access Control System (Kotlin Implementation)
2090,kotlin,hard,0,-2.4,0,0,6,Loan Application Risk Analyzer (Kotlin)
2091,kotlin,easy,1,-3.2,0,0,8,Enhanced List Manager Implementation in Kotlin
2092,kotlin,medium,1,1.2,0,4,11,File Name Validator and Sanitizer (Kotlin Version)
2093,kotlin,easy,1,-3.8,0,3,20,Create a Kotlin class called `AdvancedParenthesesGenerator` that can generate all valid combinations of parentheses/brackets with various options and validate whether a given string contains properly nested brackets.
2094,kotlin,hard,0,-1.8,0,1,8,Help Screen Navigation System Implementation in Kotlin
2095,kotlin,easy,1,0.4,0,2,6,Android Notification Service Simulator (Kotlin Version)
2096,kotlin,hard,1,0.4,0,2,6,Game Configuration Manager Problem (Kotlin Version)
2097,kotlin,medium,1,-3.2,0,0,8,Requirements:
2098,kotlin,medium,1,-4.2,0,1,14,System Mode Manager Implementation in Kotlin
2099,kotlin,medium,1,-0.2,0,1,4,Neighbour Management System
2100,kotlin,hard,1,-0.8,0,2,9,Book Management System in Kotlin
2101,kotlin,hard,0,-3.6,0,0,9,You are tasked with implementing a performance analysis system in Kotlin that processes time-sliced performance statistics from various system components. The system should aggregate metrics across multiple time blocks and compute comprehensive statistics for each performance tag.
2102,kotlin,easy,1,4.6,0,5,6,Enhanced Doubly Linked Node Implementation in Kotlin
2103,kotlin,medium,1,2.6,0,3,4,User Data Pagination and Filtering System in Kotlin
2104,kotlin,hard,1,-4.0,0,0,10,Heap Sort Implementation in Kotlin
2105,kotlin,medium,1,-1.2,0,0,3,Network State Analyzer Problem in Kotlin
2106,kotlin,hard,1,0.6,0,1,2,"Implement a `NotificationService` class in Kotlin that simulates sending push notifications through Firebase Cloud Messaging (FCM). The service should validate notification content, construct proper payloads, and handle both success and error scenarios. The implementation should include proper error handling for invalid inputs and simulate asynchronous network communication."
2107,kotlin,hard,0,-3.0,0,3,18,Enhanced Word Dictionary Problem in Kotlin
2108,kotlin,hard,1,-1.6,0,0,4,Transaction State Analysis System (Kotlin Implementation)
2109,kotlin,medium,1,0.4,0,2,6,Enhanced Notes Manager Problem in Kotlin
2110,kotlin,hard,1,-5.2,0,0,13,Array Zero Processor Problem in Kotlin
2111,kotlin,medium,1,-5.2,0,0,13,Binary Tree Depth and Balance Analyzer
2112,kotlin,hard,0,3.0,0,5,10,Worker Management System in Kotlin
2113,kotlin,hard,0,-1.6,0,0,4,Finance Bill Type Processor Problem (Kotlin Version)
2114,kotlin,easy,1,-5.2,0,0,13,Audio Manager System in Kotlin
2115,kotlin,easy,1,-2.8,0,0,7,Android Activity Lifecycle Manager (Kotlin Version)
2116,kotlin,easy,1,1.2,0,2,4,Message Processing System in Kotlin
2117,kotlin,hard,1,3.0,0,3,3,Vehicle Management System in Kotlin
2118,kotlin,hard,1,-0.6,0,1,5,Book Validation System (Kotlin Implementation)
2119,kotlin,medium,1,-3.2,0,0,8,Activity Status Manager Implementation in Kotlin
2120,kotlin,medium,1,-0.6,0,1,5,Enhanced Canteen Management System (Kotlin Implementation)
2121,kotlin,easy,1,0.4,0,2,6,Enhanced Selection Sort with Performance Tracking (Kotlin Version)
2122,kotlin,hard,0,-0.6,0,1,5,Bluetooth Device Status Monitor (Kotlin Implementation)
2123,kotlin,easy,1,3.8,0,5,8,Multi-Level Caching User Service Implementation in Kotlin
2124,kotlin,hard,0,0.4,0,4,13,Enhanced Client Resource Management System in Kotlin
2125,kotlin,easy,1,-0.8,0,2,9,Advanced Logging System Implementation in Kotlin
2126,kotlin,hard,1,2.2,0,5,12,Implement a thread-safe client management system in Kotlin that handles client information and their purchase history. The system should support:
2127,kotlin,medium,1,-2.4,0,0,6,Number Analysis Problem in Kotlin
2128,kotlin,hard,1,1.2,0,2,4,Authentication System Implementation in Kotlin
2129,kotlin,hard,0,-0.4,0,6,22,Transaction Rule Matching System (Kotlin Implementation)
2130,kotlin,medium,1,-2.2,0,1,9,Professor Management System
2131,perl,easy,1,-2.4,0,0,6,**Perl Configuration Functions**
2132,perl,easy,1,-2.4,0,0,6,Comparing versions
2133,perl,hard,0,-1.2,0,0,3,Should output exactly:
2134,perl,hard,0,0.0,0,0,0,Write a Perl function called `manage_cluster` that simulates managing a Kubernetes cluster. The function should accept a single command as an argument and produce the appropriate output based on the command.
2135,perl,medium,1,-1.2,0,0,3,Write a Perl function named `configure_docker_userns_remap` that manages Docker's user namespace remapping configuration based on input parameters. The function should handle enabling or disabling the feature by simulating file operations through output messages.
2136,perl,hard,0,0.0,0,0,0,Write a Perl function called `generate_analysis_command` that creates VirtualBox commands for analyzing malware samples in different environments. The function should take two arguments:
2137,perl,hard,0,-2.4,0,0,6,Write a Perl function called `simulate_sqoop_import` that generates a Sqoop import command string based on provided parameters. The function should construct the command while hiding sensitive information (like passwords) and handle optional parameters appropriately.
2138,perl,hard,0,-1.6,0,0,4,Test Case 1: Windows with prerelease tag
2139,perl,hard,1,-2.4,0,0,6,Write a Perl script that implements two functions to work with audio track configurations:
2140,perl,medium,1,-1.6,0,0,4,"Output: ""AES128-SHA:ECDHE-RSA-AES128-GCM-SHA256"""
2141,perl,hard,1,-2.8,0,0,7,Write a Perl script that implements three functions to help manage Cloudflare DNS configurations:
2142,perl,hard,1,-0.8,0,0,2,Test Case 1: Basic output pin with rising edge
2143,perl,hard,0,1.4,0,1,0,Write a Perl function named `setup_gitlab_runner` that simulates the setup process for a GitLab Runner. The function should generate descriptive output showing what actions would be taken during setup without actually executing them.
2144,perl,hard,0,-3.2,0,0,8,Initialize database
2145,perl,hard,0,-2.8,0,0,7,Write a Perl function called `configure_firewall` that generates iptables commands to configure a Linux firewall based on specified parameters. The function should produce the exact output shown in the test cases when executed with the given arguments.
2146,perl,hard,0,0.0,0,0,0,**Perl Bioinformatics Pipeline Simulation**
2147,perl,hard,0,-2.4,0,0,6,Write a Perl function `extract_tar_files` that handles extraction of tar archives with different compression formats. The function should process both regular tar files and compressed tar files based on the provided arguments.
2148,perl,medium,0,-4.4,0,0,11,Write a Perl script that implements two functions to assist with virtualization setup:
2149,perl,hard,0,-2.8,0,0,7,Write a Perl script that implements three functions to check AWS EKS cluster and IAM configurations. The functions should be named and behave exactly as specified below.
2150,perl,medium,0,0.4,0,2,6,Write a Perl script that implements two file operations: a safe file copy function and a symbolic link creation function. The functions should handle various edge cases gracefully while maintaining data integrity.
2151,perl,hard,0,-2.4,0,0,6,Write a Perl script that identifies missing files in a bioinformatics pipeline and generates appropriate SLURM commands to process them.
2152,perl,hard,0,-5.2,0,0,13,Requirements:
2153,perl,hard,0,-2.0,0,0,5,**Perl Problem: Container Management Verification**
2154,perl,hard,1,-0.8,0,0,2,Requirements:
2155,perl,hard,0,-2.8,0,0,7,**Perl Problem: Process Creation Time Calculator**
2156,perl,easy,1,1.4,0,1,0,Write a Perl function named `setup_distributed_training` that generates configuration strings for distributed machine learning training jobs. The function must validate inputs and format the output as specified.
2157,perl,easy,1,-0.8,0,0,2,**Perl Problem: Git Repository Version Checker**
2158,perl,hard,0,-1.2,0,0,3,"Write a Perl function named `extract_android_credentials` that checks if a given Android app name is supported and returns appropriate messages. The function should return ""No credentials found or app not installed"" for specific supported app names, and ""Unsupported app: [appname]"" for all other cases (including empty strings and potentially malicious inputs)."
2159,perl,medium,1,-0.2,0,1,4,"Write a Perl function `start_dev_container` that helps developers start a Docker container for their development environment. The function should handle container setup with proper port mapping and volume mounting, while also performing necessary error checking."
2160,perl,hard,1,-4.8,0,0,12,Test Case 1: Basic scenario
2161,perl,easy,1,-0.4,0,0,1,**Git Status File Extractor in Perl**
2162,perl,hard,0,-0.8,0,0,2,Basic installation with prompts
2163,perl,hard,0,-2.8,0,0,7,"Write a Perl function `generate_certificates` that creates simulated X.509 certificate files based on the given arguments. The function should handle three types of certificates: root CA, intermediate CA, and server certificates, with proper validation and file generation."
2164,perl,medium,1,-1.6,0,0,4,Write a Perl function named `detect_project_structure` that examines the current directory's contents and returns an appropriate status code based on the project structure found. The function should not take any arguments and should only inspect the current directory's contents.
2165,perl,hard,0,0.0,0,0,0,Implement Perl functions that generate styled Pac-Man and ghost characters similar to tmux status bar components. The functions should respect customizable style options through a configuration hash.
2166,perl,hard,0,-1.6,0,0,4,Write a Perl function named `package_dependencies` that validates Python dependency packaging arguments with proper error checking. The function should verify the existence of requirements files and validate all input arguments before proceeding.
2167,perl,hard,1,0.6,0,1,2,**Perl Problem: Kubernetes Resource Manager**
2168,perl,hard,1,-0.8,0,0,2,**Perl Script Problem: S3 Content Management**
2169,perl,easy,1,-1.6,0,0,4,Write a Perl function `generate_docker_command` that constructs the appropriate Docker command based on input parameters. The function should handle different Docker deployment scenarios and modes.
2170,perl,hard,0,-0.8,0,0,2,Write a Perl function `simulate_stop_action` that generates commands to reset firewall rules for IPv4 and/or IPv6 using iptables/ip6tables simulation. The function should output exactly what would be executed to reset firewall policies to ACCEPT for specified protocols.
2171,perl,medium,1,-3.2,0,0,8,Write a Perl function named `is_package_installed` that checks whether a given package is installed on the system. The function should return 1 (true) if the package is installed and 0 (false) otherwise.
2172,perl,hard,0,-0.4,0,0,1,Test case 1: Basic case
2173,perl,hard,0,-4.0,0,0,10,Write a Perl function named `build_softhddevice_params` that constructs a parameter string for a SoftHDDevice based on various input arguments. The function should take multiple parameters and combine them into a formatted output string following specific rules.
2174,perl,hard,0,1.4,0,1,0,Create a Perl script that simulates basic Kubernetes cluster management operations through a set of mock functions. The script should implement the following functions with exact input/output behavior:
2175,perl,hard,0,-1.8,0,1,8,Test Case 1: ARCHIVED (type 0)
2176,perl,easy,1,-2.8,0,0,7,Write a Perl function `generate_ssl_certificates` that creates SSL/TLS certificates for a given domain name. The function should generate the necessary certificate files in a specified directory and handle various error cases appropriately.
2177,perl,easy,1,-0.8,0,0,2,**Problem: Check Installed Packages**
2178,perl,hard,0,-1.2,0,0,3,Test Case 1: No key files
2179,perl,hard,0,0.6,0,1,2,Write a Perl script that provides two functions to generate Docker build commands:
2180,perl,hard,0,0.0,0,0,0,Testing determine_environment
2181,perl,hard,0,-1.2,0,0,3,"Write a Perl function named `configure_dhcp_server` that simulates configuring a DHCP server with the specified network interface, destination IP address for IPTables, and port number. The function must validate all inputs and provide appropriate configuration details or error messages."
2182,perl,hard,0,-0.2,0,1,4,**Perl Problem: Docker Image Builder Simulation**
