index,language,difficulty,success,alignment_score,question_canonical_overlap,question_test_overlap,canonical_test_overlap,title
130,elixir,medium,1,20.25,0.1538,0.2766,0.1932,Test Case 1: Basic insertion and retrieval
131,elixir,hard,1,16.96,0.2255,0.08,0.1846,**Problem: Hexadecimal Character to Decimal Conversion**
132,elixir,hard,1,19.83,0.1339,0.2222,0.2603,**Sound Message Processor**
133,elixir,hard,1,17.25,0.2025,0.1646,0.1406,Test case 1
134,elixir,medium,1,13.51,0.2016,0.0741,0.1075,Your implementation here
135,elixir,hard,1,17.75,0.2727,0.0515,0.1765,**Problem: Maximizing Funded Departments**
136,elixir,medium,1,17.16,0.175,0.1053,0.2333,**Problem: Determine the Winner of a Game**
137,elixir,medium,1,21.96,0.1644,0.2105,0.3023,**Elixir Programming Problem: Simulating Web Element Interactions**
138,elixir,easy,1,13.98,0.1973,0.103,0.1,**Problem: Finding Anagrams**
139,elixir,hard,1,14.63,0.2414,0.0385,0.1273,**Video Playback Segment Selection in Elixir**
140,elixir,hard,1,27.09,0.2595,0.2712,0.2857,Test case 1: Valid token with user data
141,elixir,medium,0,18.19,0.1746,0.1905,0.1831,Requirements:
142,elixir,hard,1,24.73,0.2456,0.2621,0.2347,Test case 1: minimal definitions
143,elixir,hard,1,14.33,0.16,0.0952,0.169,**Problem Description:**
144,elixir,hard,1,7.84,0.0593,0.0348,0.1475,**Problem: Bubble Sort with Swap Count and Range**
145,elixir,medium,1,14.54,0.2636,0.0403,0.093,**Problem: Bin Packing in Elixir**
146,elixir,hard,1,25.06,0.281,0.1475,0.3133,**Problem: IMAP Folder Information Retrieval in Elixir**
147,elixir,hard,0,13.92,0.2895,0.0105,0.0674,**Problem: Counting Ways to Decode a Message**
148,elixir,hard,0,8.71,0.11,0.0326,0.1111,**Programming Problem: Overlap Calculation**
149,elixir,hard,1,16.24,0.0787,0.21,0.2264,Test case 1: Simple binary tree with diameter 3
150,elixir,hard,1,19.31,0.3012,0.09,0.1519,**Leap Year Checker in Elixir**
151,elixir,medium,1,16.16,0.2044,0.104,0.1622,Your implementation
152,elixir,hard,1,20.78,0.2013,0.2056,0.2188,**Problem: Format Difference as Plain Text**
153,elixir,medium,1,23.63,0.2339,0.2697,0.2061,Test case 1: Text normalization
154,elixir,hard,1,12.16,0.1714,0.0638,0.1129,**Problem: Convert Decimal to Binary**
155,elixir,hard,1,15.19,0.2549,0.0568,0.1096,**Problem: Find Two Numbers That Sum to Target**
156,elixir,hard,1,14.48,0.1582,0.1477,0.1241,Test case 1: One Pair vs One Pair (higher pair wins)
157,elixir,medium,1,12.4,0.0932,0.0583,0.2308,Function to Implement:
158,elixir,easy,1,16.17,0.2742,0.0758,0.0976,Parameters
159,elixir,medium,1,29.19,0.3905,0.2315,0.2209,Input:
160,elixir,medium,1,13.08,0.2523,0.0297,0.0698,**Problem: Next Greater Element**
161,elixir,hard,1,14.14,0.2151,0.0577,0.127,**Programming Problem: Count Common Values**
162,elixir,hard,1,24.32,0.2793,0.1527,0.2857,**Programming Problem: Voting Eligibility Checker**
163,elixir,hard,1,19.22,0.1677,0.1966,0.2203,Requirements:
164,elixir,easy,1,16.06,0.1953,0.0986,0.1765,**Problem: Syllable Processing**
165,elixir,hard,1,19.18,0.2544,0.1587,0.1413,**Problem: Convert Comma-Separated String to List of Integers**
166,elixir,hard,0,22.69,0.2621,0.2162,0.1905,Your implementation here
167,elixir,hard,1,17.0,0.2921,0.0408,0.1364,**Problem: Speeding Ticket Calculator in Elixir**
168,elixir,hard,1,12.65,0.186,0.0813,0.0924,Test Case 1
169,elixir,hard,1,15.0,0.2549,0.0288,0.1311,**Non-Decreasing Array Possibility Check**
170,elixir,hard,0,19.76,0.1981,0.2388,0.1558,Your implementation here
171,elixir,hard,1,12.25,0.219,0.0392,0.0769,**Problem: Minimum Dice Changes**
172,elixir,hard,1,22.1,0.2589,0.1667,0.2247,**Problem: Permutation Coefficient Calculation**
173,elixir,hard,1,13.43,0.2,0.05,0.131,**Programming Problem: Validate a Special Code**
174,elixir,medium,1,17.34,0.1901,0.14,0.1845,**Programming Problem: Generate Username**
175,elixir,hard,0,14.55,0.2429,0.0804,0.0808,**Elixir Programming Problem: Port Scanner**
176,elixir,hard,1,27.18,0.3913,0.1176,0.2667,**Problem: Basic Calculator**
177,elixir,medium,1,15.36,0.25,0.0413,0.1375,**Supermarket Queue Simulation in Elixir**
178,elixir,medium,1,15.94,0.2063,0.1462,0.11,Test case 1: Simple stack with mixed numbers
179,elixir,hard,1,9.12,0.1277,0.0227,0.1111,**Problem: Maximum Subarray Sum**
180,elixir,hard,1,13.94,0.1413,0.0857,0.1905,**Problem: Find Character Index in List**
181,elixir,hard,1,12.41,0.2,0.0404,0.1067,**Problem: Trapping Rain Water**
182,elixir,hard,1,14.75,0.2231,0.047,0.1474,**Zigzag Conversion Problem in Elixir**
183,elixir,hard,1,23.0,0.2727,0.1714,0.2317,**Problem: Sum of Even Numbers in a Range**
184,elixir,hard,1,15.43,0.1121,0.1871,0.1776,Test case 1: Simple word translation
185,elixir,hard,0,9.99,0.1746,0.018,0.0822,**Problem: Operation Distribution**
186,elixir,medium,1,16.72,0.1667,0.1421,0.193,Test Case 1
187,elixir,medium,1,16.88,0.1973,0.1083,0.1915,**Book Reading Queue Management in Elixir**
188,elixir,medium,1,13.58,0.1622,0.131,0.1053,Test case 1
189,elixir,medium,1,15.46,0.2593,0.0431,0.1266,**Problem: Maximize Stock Profit**
190,elixir,hard,1,18.21,0.191,0.0882,0.2642,**Programming Problem: Check for Positive Numbers**
191,elixir,easy,1,13.65,0.2065,0.0392,0.1404,**Programming Problem: Staircase Pattern**
192,elixir,hard,1,16.09,0.2295,0.0614,0.169,**Problem Description:**
193,elixir,hard,1,12.7,0.2095,0.0189,0.125,**Problem: Cutting the Sticks**
194,elixir,hard,1,13.82,0.2414,0.0263,0.1125,**Problem: Maximum Stock Profit**
195,elixir,hard,1,13.21,0.1791,0.069,0.1325,**Problem: Calculate Phone Dial Time**
196,elixir,hard,0,19.18,0.1667,0.2361,0.181,Initialize a board with some pieces
1729,julia,medium,1,17.21,0.2264,0.1622,0.1098,**Palindrome Checker (Julia Version)**
197,elixir,hard,1,17.87,0.1121,0.1186,0.3276,**Problem: Box Packaging Optimization**
1731,julia,easy,1,18.43,0.2016,0.2308,0.1146,Test case with two chromosomes
1732,julia,hard,1,14.01,0.2344,0.084,0.0706,**Problem: Rotate Text Characters**
1733,julia,easy,1,11.04,0.1149,0.0899,0.125,**Problem: Scrape Stock Articles**
1734,julia,hard,1,13.9,0.2727,0.045,0.0545,Your implementation here
1735,julia,hard,1,11.35,0.2018,0.0538,0.0556,Your implementation here
1736,julia,hard,1,12.15,0.1259,0.1939,0.043,**Problem: Convert CSV to TSV Format**
1737,julia,easy,1,30.92,0.3543,0.2333,0.325,**HTCPCP Coffee Server Implementation in Julia**
1738,julia,hard,0,16.31,0.2244,0.1709,0.0735,Test case 1: Simple encryption
1739,julia,medium,1,15.02,0.303,0.0513,0.0455,Your implementation here
1740,julia,hard,0,10.8,0.1875,0.0563,0.0536,**Problem Description:**
1741,julia,medium,1,17.79,0.1633,0.2357,0.1395,**Problem: Audio Metadata Processor in Julia**
1742,julia,hard,0,20.0,0.246,0.2019,0.1368,Function Specifications:
198,elixir,medium,0,16.57,0.1966,0.1311,0.1591,**Programming Problem: Symbolic Differentiation**
1744,julia,hard,1,15.14,0.2202,0.1,0.1111,**Problem: Evaluate Digital Circuit Signals**
1745,julia,hard,1,17.23,0.2431,0.1154,0.1349,**K-Nearest Neighbors Classification in Julia**
1746,julia,easy,1,15.79,0.2039,0.0909,0.1636,**Problem: Counting Survey Answers in Julia**
1747,julia,hard,0,27.64,0.2333,0.2532,0.3571,**Robot Interaction System in Julia**
1748,julia,hard,0,19.45,0.2254,0.2315,0.1165,Test case for Pure Red
1749,julia,hard,0,12.31,0.2222,0.08,0.0342,**Problem: Building a Suffix Array in Julia**
1750,julia,medium,1,14.39,0.2891,0.0294,0.0649,**Problem: Minimum Adjustment Cost**
1751,julia,hard,0,19.46,0.2464,0.1453,0.1749,Test case 1 with k=1
1752,julia,hard,1,28.1,0.2821,0.2991,0.2615,Test case 1: Default parameters
1753,julia,hard,0,16.69,0.184,0.1944,0.1165,"Test case 1: Straight ahead, no rotation"
1754,julia,hard,0,15.57,0.2,0.0857,0.1667,**Financial Calculator Implementation in Julia**
1755,julia,hard,0,32.94,0.2771,0.2797,0.4487,Struct Requirements:
1756,julia,easy,1,21.69,0.2993,0.1854,0.1386,Earth-Moon system
1757,julia,easy,1,16.4,0.2656,0.0874,0.1053,**Problem: Detect Negative Cycle in a Directed Graph (Julia Version)**
1758,julia,hard,0,17.03,0.2593,0.124,0.098,Your implementation here
1759,julia,hard,1,20.6,0.2441,0.1667,0.1944,Test case 1: Single task increment
1760,julia,medium,1,27.79,0.2901,0.3162,0.2233,Function Specifications:
1761,julia,hard,0,18.57,0.246,0.096,0.1948,**Problem: High Symmetry Points in Crystal Structures (Julia Version)**
1762,julia,hard,0,23.77,0.3014,0.1923,0.1983,**Problem: Implement a Neural Network Discriminator Forward Pass in Julia**
1763,julia,hard,1,23.03,0.2748,0.1739,0.2273,**Arduino Board Layout Validation (Julia Version)**
1764,julia,easy,1,14.77,0.2293,0.1167,0.07,"Test case 1: [1, -1]"
1765,julia,medium,1,20.63,0.2388,0.1752,0.1942,Julia Programming Problem: Token Contract Implementation
1766,julia,hard,0,23.49,0.3307,0.1846,0.1573,Test Case 1
1767,julia,hard,0,29.55,0.3141,0.2449,0.3214,**Movie Data Analysis Functions in Julia**
1768,julia,hard,0,25.2,0.1705,0.125,0.4878,**Programming Problem: Generate a Moral Story**
1769,julia,hard,1,15.62,0.2301,0.1193,0.0946,**Problem: Extract Category Names from Text**
1770,julia,hard,1,13.68,0.1897,0.1316,0.0714,Test case 1
1771,julia,hard,0,17.46,0.2109,0.1452,0.1556,Test case 1: Simple horizontal movement
1772,julia,medium,1,12.77,0.2396,0.0395,0.0667,**Programming Problem: Counting Sort Implementation**
1773,julia,hard,1,26.33,0.2824,0.2566,0.2444,Test case 1 - Default parameters
1774,julia,hard,1,12.14,0.2061,0.0609,0.069,**Problem: ROMM RGB Encoding in Julia**
1775,julia,hard,0,29.58,0.3418,0.2536,0.2768,Implement this function
1776,julia,hard,0,15.79,0.2169,0.1439,0.0932,Test Case 1: Default game map analysis
1777,julia,hard,0,13.73,0.2222,0.0781,0.0833,**Problem: Modular Inverse**
1778,julia,easy,1,21.65,0.2991,0.1443,0.1786,**Chess Position Evaluation in Julia**
1779,julia,hard,1,19.3,0.2214,0.177,0.1711,Test Case 1: Perfect Binary Tree
1780,julia,hard,1,16.84,0.2821,0.1111,0.0741,your code here
1781,julia,hard,0,18.14,0.2448,0.1698,0.1084,"Test case 1: n_theta=5, n_phi=5, radius=1.0"
1782,julia,hard,0,21.1,0.2033,0.1743,0.2581,Test Case 1: Basic movement (5 steps)
1783,julia,medium,1,15.54,0.2281,0.0959,0.1181,**Problem: Simulate Oxygen Spread in a Maze**
1784,julia,hard,0,10.05,0.1194,0.0923,0.0833,"result1 should be Dict(""final_value"" => 1003.00, ""return_pct"" => 0.30)"
1785,julia,easy,1,25.56,0.3311,0.2177,0.1927,**Chat Manager Implementation in Julia**
1786,julia,hard,1,29.56,0.2735,0.2613,0.3594,Test Case 1: Single touch
1787,julia,hard,0,15.13,0.1779,0.1768,0.0902,Test Case 1 - Simple Linear Relationship
1788,julia,hard,1,30.87,0.3309,0.2857,0.3021,Test Case 1: Create new temperature
1789,julia,hard,0,26.59,0.281,0.1597,0.3519,**Problem: Minimum Weighings to Identify Special Balls**
1790,julia,medium,1,15.44,0.25,0.0814,0.1,**Problem: Determine if Four Points Form a Square (Julia Version)**
1791,julia,easy,1,11.64,0.1604,0.1064,0.0678,**Problem: Longest Palindromic Substring**
1792,julia,hard,0,14.29,0.1538,0.1416,0.1296,**Laser Optimization Problem in Julia**
1793,julia,hard,1,23.19,0.2917,0.2131,0.1711,Test case 1: Simple binary tree
1794,julia,hard,0,41.03,0.383,0.3459,0.5111,**Game Navigator Implementation in Julia**
1795,julia,medium,1,15.76,0.1882,0.1379,0.1364,**Problem: Sum of Squares of Dictionary Values**
1796,julia,hard,1,23.69,0.2788,0.2577,0.16,**Binary Tree Paths (Julia Version)**
1797,julia,hard,1,20.06,0.2636,0.1207,0.1967,**Problem: Generating VGG-style CNN Layers in Julia**
1798,julia,medium,1,16.57,0.3152,0.0617,0.0702,Your code here
1799,julia,easy,1,12.92,0.2072,0.0989,0.0556,**Problem: Longest Palindromic Substring**
1800,julia,easy,0,15.3,0.2149,0.1553,0.0682,**Problem: Anagram Checker in Julia**
1801,julia,hard,0,17.96,0.2,0.1176,0.2143,**Swimming Competition Categories in Julia**
1802,julia,hard,0,23.11,0.272,0.215,0.1928,Test case 1: Color filter
1803,julia,hard,0,14.15,0.2778,0.0361,0.0652,**Problem Description:**
1804,julia,hard,0,26.5,0.254,0.2917,0.2532,Functions to Implement:
1805,julia,hard,0,9.95,0.17,0.0337,0.0714,**Problem: Count Distinct Powers**
1806,julia,hard,1,21.99,0.3093,0.1341,0.1864,**Problem: Calculate Next Installment Date**
1807,julia,hard,0,21.04,0.2653,0.2136,0.1339,Test case: Same location
1808,julia,medium,1,13.54,0.2453,0.0408,0.0833,Input/Output Specifications:
1809,julia,hard,0,19.82,0.3088,0.1579,0.0909,Test case 1: Simple tree from the example
1810,julia,hard,0,22.57,0.2449,0.2427,0.1831,Test case 1: Simple tree with one 1
1811,julia,medium,1,11.46,0.1745,0.0826,0.0667,**Problem: Calculate Edit Distance Between Two Strings in Julia**
1812,julia,hard,0,15.21,0.2872,0.0674,0.0566,**Ice Cream Cone Surface Area Calculation in Julia**
1813,julia,medium,1,20.47,0.3214,0.1475,0.1064,**Email Frequency Counter in Julia**
1814,julia,easy,1,15.28,0.268,0.061,0.0909,**Problem: Check if a Number is a Palindrome**
1815,julia,hard,0,13.2,0.1897,0.0778,0.1094,**Programming Problem: Detect Special Pattern in a Sequence**
1816,julia,hard,0,18.97,0.2,0.2429,0.1228,"Test with width=10, height=10, num_frames=5"
1817,julia,easy,0,21.78,0.2346,0.2131,0.2,Functions to Implement:
1818,julia,medium,1,22.11,0.2818,0.1522,0.209,**Problem: Count and Sort Number Words in Julia**
1819,julia,medium,0,14.97,0.2202,0.0889,0.1167,**Problem: Check if a Linked List is a Palindrome**
1820,julia,medium,1,13.91,0.1818,0.1127,0.1087,Function Requirements:
1821,julia,hard,0,15.58,0.1786,0.1518,0.1294,Test case 1: Simple linked list
1822,julia,hard,0,25.26,0.2246,0.226,0.3165,**Problem: Georeferencing 3D Objects in Julia**
1823,julia,hard,0,21.61,0.2626,0.2439,0.1262,**Problem: Filter Stories by Keyword**
1824,julia,hard,0,23.31,0.3208,0.1429,0.2063,**Problem: Identify Character Clothing from RGB Values**
1825,julia,medium,0,17.08,0.2132,0.1694,0.1158,Test case 1: Simple binary tree
1826,julia,easy,1,13.86,0.2177,0.1316,0.0403,**Programming Problem: Find Similar Words in Julia**
1827,julia,hard,1,12.49,0.1966,0.0952,0.0588,**Programming Problem: Filter and Uppercase Words**
1828,julia,hard,0,11.37,0.2026,0.0522,0.0568,**Problem: Counting Grid Path Values in Julia**
1829,julia,hard,1,21.83,0.2927,0.1478,0.1895,**Problem: Array Manipulation**
1830,julia,hard,0,16.43,0.2463,0.0882,0.131,**Julia Programming Problem: Tree Counter on a Slope**
1831,julia,hard,1,15.36,0.3053,0.0395,0.0656,**Problem: Find Continuous Sequences Summing to a Target**
1832,julia,easy,0,23.78,0.3109,0.2155,0.1625,Test Case 1: Simple BST with a valid pair
1833,julia,hard,0,13.34,0.2115,0.0515,0.1111,**Programming Problem: Test Size Generator (Julia Version)**
1834,julia,easy,1,12.43,0.2088,0.061,0.075,**Problem: Count Reduction Steps to Reach One**
1835,julia,hard,1,24.42,0.2523,0.2,0.2778,**VK Message Processor in Julia**
1836,julia,hard,1,16.18,0.2797,0.068,0.0984,**Problem: Can You Reach the Zero?**
1837,julia,hard,0,45.72,0.2986,0.2589,0.8669,**Problem: Game Text Management System in Julia**
1838,julia,medium,1,24.63,0.2727,0.2125,0.2449,Requirements:
1839,julia,hard,0,25.52,0.3101,0.2105,0.2268,**Task Relationship Validator (Julia Version)**
1840,julia,hard,0,13.15,0.1963,0.0674,0.1091,**Problem: Validate a Binary Tree Structure**
1841,julia,medium,1,11.39,0.2054,0.0412,0.0645,**Problem: Calculate Edit Distance Between Two Sequences in Julia**
1842,julia,hard,0,19.0,0.2212,0.1636,0.1746,Test case 1: Simple tree with depth 3
1843,julia,hard,1,18.55,0.2154,0.2077,0.1235,**Problem: Text Statistics Counter in Julia**
1844,julia,hard,0,22.96,0.2483,0.1786,0.2556,**Music Note to Number Conversion in Julia**
1845,julia,hard,1,14.52,0.2574,0.0673,0.0737,**Problem: Adapter Array Analysis in Julia**
1846,julia,hard,1,19.41,0.3294,0.0986,0.1091,**Problem: Partition Equal Subset Sum**
1847,julia,medium,1,13.34,0.2692,0.0341,0.0517,**Problem: Largest Palindrome Product**
1848,julia,hard,1,13.62,0.2667,0.0385,0.06,**Problem: Closest Three Sum (Julia Version)**
1849,julia,medium,1,21.07,0.1882,0.3212,0.1301,Functions to Implement:
1850,julia,hard,1,19.85,0.2593,0.1909,0.125,Test case 1: Simple BST with 3 nodes
1851,julia,hard,0,8.94,0.1429,0.0396,0.0678,**Problem: Maximum Weight Calculation**
1852,julia,hard,1,24.8,0.2718,0.2553,0.209,**HTTP GET Request Error Handling in Julia**
1853,julia,hard,0,17.81,0.2569,0.1126,0.1386,**Problem: Counting Trees on Slopes**
1854,julia,medium,1,17.23,0.3068,0.0476,0.1176,**Problem: Find 132 Pattern**
1855,julia,medium,0,23.0,0.2419,0.2051,0.2388,Test case 1: Basic map operation
1856,julia,hard,1,28.45,0.3689,0.2462,0.2105,Test case 1: Blackjack (Ace + King)
1857,julia,medium,1,21.15,0.1895,0.2111,0.2414,Test Case 1: Basic insertion and search
1858,julia,hard,0,28.67,0.2519,0.3435,0.2763,Struct Specifications:
1859,julia,medium,1,17.95,0.1931,0.1825,0.1585,Test case 1
1860,julia,hard,0,33.75,0.3139,0.2647,0.4419,Julia Programming Problem: FTP Server Simulator
1861,julia,hard,1,13.63,0.2812,0.037,0.0423,**Programming Problem: Russian Peasant Multiplication**
1862,julia,medium,1,29.04,0.3585,0.2258,0.2642,Test user authentication
1863,julia,hard,0,26.42,0.3409,0.2013,0.2248,**Problem: Analyzing Stage File Statistics in Julia**
1864,julia,easy,1,24.09,0.2842,0.1781,0.2459,Julia Programming Problem
1865,julia,easy,1,10.43,0.1846,0.0654,0.0361,**Problem: Minimum Edit Distance**
1866,julia,hard,0,18.46,0.2721,0.1594,0.0932,Test case 1: Two squares colliding
1867,julia,hard,1,13.56,0.1919,0.092,0.1042,**Programming Problem: Find the Missing Number**
1868,julia,hard,1,18.61,0.1712,0.1852,0.2069,Build the BST
1869,julia,medium,0,18.7,0.269,0.1852,0.0796,**Problem: Sequence Alignment using Needleman-Wunsch Algorithm in Julia**
1870,julia,easy,1,20.23,0.1942,0.1985,0.2169,Test Case 1: Register and login
1871,julia,hard,0,15.0,0.2421,0.0617,0.1154,**Problem: Check if an Array Can Form a Palindrome**
1872,julia,medium,1,20.93,0.3393,0.1136,0.1316,**Problem: Maximum Product of Adjacent Elements in a Square Matrix**
1873,julia,medium,1,12.76,0.2609,0.0235,0.0541,**Problem: Find the Last Tidy Number**
1874,julia,medium,1,15.35,0.2222,0.0984,0.1169,**Julia Programming Problem: Silver Piece Movement Validation**
1875,julia,hard,0,13.44,0.2193,0.0932,0.0625,**Problem: Convert CamelCase to snake_case**
1876,julia,easy,1,23.45,0.2286,0.2167,0.2603,**Programming Problem: Course Set Analysis**
1877,julia,hard,0,17.55,0.2917,0.0917,0.1045,Your implementation
1878,julia,easy,1,12.94,0.2632,0.0306,0.05,**Interval Refinement in Julia**
1879,julia,hard,1,22.79,0.2672,0.2276,0.1759,**Problem: Find Modes in a Binary Search Tree (Julia Version)**
1880,julia,easy,1,13.33,0.2451,0.0549,0.0625,**Problem: Minimum Steps to Reach a Target Number**
1881,julia,hard,1,27.21,0.2984,0.287,0.2222,Function Specification:
1882,julia,medium,0,16.23,0.296,0.0484,0.098,**Problem: Find Two Items for Credit (Julia Version)**
1883,julia,medium,1,16.75,0.1862,0.2214,0.0885,Test Case 1: Basic connection
1884,julia,hard,0,23.67,0.2621,0.2313,0.2083,Input/Output Specifications:
1885,julia,hard,1,29.45,0.3333,0.2222,0.3151,Function Requirements:
1886,julia,medium,1,14.28,0.2529,0.05,0.0889,**Problem: Sum of Multiples of 3 or 5**
1887,julia,hard,1,22.3,0.2031,0.252,0.2206,Test case 1: Two lists intersecting at node with value 8
1888,julia,medium,1,19.61,0.4118,0.0312,0.0735,**Problem: Find Perfect Cubes Up to a Given Limit in Julia**
1889,julia,hard,0,33.8,0.3594,0.2717,0.3758,**Julia Programming Problem: Housing Search Configuration Validator**
1890,julia,medium,1,17.45,0.2054,0.1226,0.1852,**Korean Character Processing Functions in Julia**
1891,julia,medium,1,24.07,0.2787,0.187,0.2439,**Programming Problem: Counting Accepted and Wrong Answers**
1892,julia,easy,1,18.76,0.2205,0.2266,0.1048,Test case 1: Basic word addition and search
1893,julia,medium,1,18.44,0.3529,0.0533,0.0909,**Problem: Find the Most Common Element in an Array**
1894,julia,medium,1,13.73,0.2655,0.051,0.0526,Your implementation here
1895,julia,medium,1,23.78,0.2936,0.2234,0.1778,**Problem: Implement a Trie (Prefix Tree) in Julia**
1896,julia,hard,1,22.86,0.2422,0.2137,0.2254,Test case 1: Add text and view a character
1897,julia,easy,1,21.93,0.3152,0.122,0.1887,**Problem: Minimum Bill Count (Julia Version)**
1898,julia,hard,0,17.92,0.2583,0.1316,0.1215,Input:
1899,julia,medium,0,20.5,0.2977,0.168,0.1183,**Problem: Extract Test Case Data from Spreadsheet Structure**
1900,julia,medium,1,10.4,0.2,0.0385,0.0417,**Problem: Counting N-Queens Solutions**
1901,julia,hard,0,9.75,0.1481,0.0595,0.0678,**Problem: Calculate Sentence Length Similarity**
1902,julia,hard,0,20.78,0.2913,0.1224,0.1818,"left should be [[1, 2], [2, 3], [3, 4]]"
1903,julia,hard,1,13.64,0.2029,0.1081,0.0761,**Problem: Minimum Window Substring in Julia**
1904,julia,hard,0,20.03,0.2542,0.1182,0.2105,Functions to Implement:
1905,julia,hard,0,25.24,0.283,0.2671,0.1969,**Word Embeddings Processor**
1906,julia,hard,1,12.14,0.2015,0.0667,0.0694,**Problem: Calculate Genomic Position in Julia**
1907,julia,hard,0,17.77,0.2179,0.1805,0.1212,Test case 1: Simple tree with only a root node
1908,julia,easy,1,14.48,0.2632,0.05,0.0816,**Prime Number Finder (Julia Version)**
1909,julia,easy,1,19.15,0.2475,0.1284,0.18,**Programming Problem: Greeting Based on Command Line Arguments (Julia Version)**
1910,julia,hard,0,16.05,0.2117,0.1293,0.1235,Test case 1: n = 1
1911,julia,medium,1,14.86,0.307,0.0465,0.0395,Your implementation here
1912,julia,hard,1,17.51,0.2449,0.1429,0.1143,Test case 1: Simple array with small numbers
1913,julia,medium,1,11.21,0.2056,0.0349,0.0645,**Problem: Implement Counting Sort in Julia**
1914,julia,hard,1,23.5,0.246,0.2373,0.2179,Test case 1: Two identical trees
1915,julia,hard,0,23.07,0.2465,0.2656,0.1748,Test case 1: Linked list with loop
1916,julia,hard,0,16.36,0.2774,0.0625,0.1129,Your implementation here
1917,julia,hard,1,17.84,0.2075,0.1477,0.1702,Test case 1: Simple AND operation
1918,julia,medium,1,16.49,0.2018,0.1301,0.1507,**Problem: Calculate Spending Statistics (Julia Version)**
1919,julia,medium,1,24.33,0.2826,0.181,0.2532,Input:
1920,julia,hard,0,22.97,0.2742,0.181,0.2192,Create the test tree
1921,julia,hard,0,16.08,0.2045,0.1587,0.1047,**Problem: Check if a String is a Palindrome**
1922,julia,hard,0,18.2,0.2254,0.1471,0.1589,**1. BayesianModel**
1923,julia,medium,1,16.28,0.3077,0.0513,0.0811,**Problem: Predict the Winner**
1924,julia,hard,1,13.75,0.1981,0.1275,0.0667,**Problem: Count Substring Occurrences**
1925,julia,hard,0,16.17,0.2263,0.1053,0.1319,**Problem: String Manipulation Functions in Julia**
1926,julia,hard,0,24.18,0.3,0.1839,0.2222,**YouTube Data Processor in Julia**
1927,julia,hard,0,14.22,0.178,0.1321,0.1047,**Email Validation in Julia**
1928,julia,hard,0,21.96,0.2564,0.2049,0.1852,Test case 1: Simple tree with 3 nodes (3 unival subtrees)
1929,kotlin,hard,1,26.95,0.3724,0.2239,0.178,HR Role Management System in Kotlin
1930,julia,medium,1,12.77,0.233,0.0506,0.0645,**Problem: Sliding Window Maximum**
1931,julia,hard,1,15.15,0.1963,0.1349,0.1084,Test Case 1: Range 100-200
1932,kotlin,easy,1,17.91,0.2469,0.1561,0.1117,Secure Property Manager Implementation in Kotlin
1933,kotlin,medium,1,21.86,0.3175,0.1503,0.1552,Game Results Analysis System in Kotlin
1934,kotlin,hard,1,21.7,0.2925,0.1772,0.156,N-ary Tree Level Order Traversal (Kotlin Implementation)
1935,kotlin,hard,0,17.87,0.2457,0.1437,0.1241,Network Analysis Problem in Kotlin
1936,kotlin,easy,1,25.97,0.375,0.1977,0.1681,House Painting Cost Optimization Problem (Kotlin Version)
1937,kotlin,easy,1,23.5,0.3653,0.1465,0.15,Color Utility Class Implementation in Kotlin
1938,kotlin,hard,0,18.02,0.1513,0.1429,0.256,System Property Manager Implementation in Kotlin
1939,kotlin,hard,0,25.07,0.4109,0.1418,0.146,Requirements:
1940,kotlin,hard,1,23.79,0.3133,0.1497,0.2255,UI Component State Manager (Kotlin Version)
1941,kotlin,easy,1,21.75,0.2431,0.1818,0.219,Project Target Area Management System
1942,kotlin,medium,1,26.67,0.3862,0.1676,0.2066,Set Operations Problem in Kotlin
1943,kotlin,hard,1,22.81,0.2573,0.2188,0.1985,Advanced Message Processing System in Kotlin
1944,kotlin,medium,1,28.41,0.3545,0.2663,0.2081,Problem: SQL Transaction Analyzer (Kotlin)
1945,kotlin,hard,1,30.87,0.3111,0.2624,0.3516,Action Processor System
1946,kotlin,hard,0,22.39,0.3081,0.1717,0.1639,Image URL Transformation System
1947,kotlin,easy,1,24.58,0.3438,0.1777,0.1833,Student Management System in Kotlin
1948,kotlin,easy,1,20.49,0.3231,0.1288,0.1233,Advanced Image Processing System (Kotlin Implementation)
1949,kotlin,hard,0,22.17,0.2706,0.2,0.1783,Topic-Based Message Queue System
1950,kotlin,easy,1,25.61,0.3333,0.1943,0.2148,User Management System Implementation in Kotlin
1951,kotlin,easy,1,29.0,0.4412,0.1783,0.2,Enhanced Interactive Element Implementation
1952,kotlin,medium,1,21.82,0.3136,0.1879,0.1212,Enhanced Heap Sort Implementation in Kotlin
1953,kotlin,easy,1,24.76,0.3289,0.1538,0.2331,Resource Allocation System for Employee Bathrooms (Kotlin Version)
1954,kotlin,easy,1,21.58,0.3041,0.1458,0.1681,Log System Implementation in Kotlin
1955,kotlin,hard,1,29.16,0.4259,0.1919,0.2121,Key Format Converter Problem
1956,kotlin,medium,1,23.02,0.2695,0.1698,0.2381,Token Management System
1957,kotlin,hard,0,23.36,0.3037,0.1583,0.2155,Supplier Management System (Kotlin Implementation)
1958,kotlin,medium,1,23.99,0.3256,0.2057,0.16,User Authentication System (Kotlin Implementation)
1959,kotlin,medium,1,26.42,0.3663,0.1691,0.223,Enhanced Error Handling System
1960,kotlin,medium,1,23.37,0.3595,0.1386,0.161,Inventory Management System
