index,language,difficulty,success,style_stability_score,style_entropy,indent_entropy,line_length_entropy,punctuation_entropy,identifier_style_mix,title
2281,perl,hard,0,19.97,6.012,1.13,2.069,2.062,4,Write a Perl function named `generate_coalhmm_params` that constructs a configuration string for CoalHMM (a phylogenetic analysis tool). The function should accept six arguments in this order:
2282,perl,medium,1,5.27,7.3,0.845,2.954,3.001,3,**Perl Problem: Database Dump Simulator**
2283,perl,easy,1,17.78,6.258,0.845,2.413,2.499,3,Requirements:
2284,perl,hard,0,4.69,7.3,1.014,2.719,2.818,4,Write a Perl function named `parse_job_stats` that extracts and formats key information from job execution logs. The function should take a multi-line string as input and produce formatted output with specific statistics.
2285,perl,hard,0,0.0,7.668,1.528,2.689,2.951,3,Write a Perl function named `process_test_results` that analyzes test results and generates a summary report. The function should take test results as input and produce a formatted output showing the total number of passing tests and the breakdown by test sets.
2286,perl,easy,1,0.0,7.85,1.791,2.628,2.931,3,**Perl Calculator Function**
2287,perl,easy,1,3.87,7.274,1.189,2.689,2.896,3,Write a Perl function named `setup_docker_network` that checks if the Docker daemon is running before attempting to create a Docker network. The function should handle cases where Docker is not running by returning an appropriate error message.
2288,perl,hard,0,18.99,5.928,1.316,1.548,2.564,3,Example 1
2289,perl,hard,0,0.0,7.907,1.68,2.8,2.677,4,Write a Perl function called `manage_system_packages` that simulates system package management operations. The function should accept arguments to perform different actions and provide appropriate output messages.
2290,perl,medium,0,17.53,6.295,0.811,2.284,2.7,3,"Write a Perl function named `md_to_html` that converts Markdown-style headings to HTML heading tags. The function should recognize lines that start with 1-6 hash symbols (`#` to `######`) followed by a space, and convert them to corresponding HTML heading tags (`<h1>` to `<h6>`). All other text should remain unchanged."
2291,perl,hard,0,15.27,6.399,0.989,2.465,2.444,3,"Create a Perl script that simulates the setup process for dotfiles configuration. The script should implement several functions that work together to simulate different steps of a dotfiles setup process, without actually performing any file operations (all actions should be prefixed with ""Would"" to indicate simulation)."
2292,perl,hard,0,0.0,7.485,1.39,2.849,2.747,3,Write a Perl script that implements two functions to assist with package management operations:
2293,perl,hard,1,0.0,8.209,1.506,2.683,3.271,4,Should return empty string
2294,perl,easy,1,10.05,6.829,1.0,2.252,3.078,3,"Write a Perl function named `verify_env_launch_policy` that checks if a given input string contains a specific message about environment variable restrictions. The function should return 1 (true) if the string contains the required message, and 0 (false) if it does not."
2295,perl,hard,1,3.67,7.01,1.565,2.414,2.531,3,"Input: ""1000 2000"""
2296,perl,hard,0,0.33,7.439,1.388,2.608,2.943,3,Write a Perl function named `generate_gdal_params` that constructs parameters for the GDAL `gdal_translate` command based on input parameters. The function should handle input validation and generate the appropriate output format as specified in the test cases.
2297,perl,medium,1,0.0,8.332,1.814,2.682,3.335,3,Expected output:
2298,perl,hard,0,0.0,8.222,1.757,2.779,3.187,3,Write a Perl function named `process_compiler_args` that processes compiler command-line arguments according to the following specifications:
2299,perl,hard,0,0.0,7.793,1.263,2.751,3.279,3,"Write a Perl function called `extract_translation_strings` that generates translation template files for different versions of a software project. The function should handle both stable and development versions, allow custom output directories, and validate input parameters."
2300,perl,hard,0,0.0,7.708,1.902,2.375,2.932,3,Valid notification
2301,perl,medium,1,5.05,6.971,1.484,2.346,2.642,3,Test case 1: CentOS/RedHat
2302,perl,hard,0,2.21,7.18,1.502,2.513,2.665,3,Test tcp 22 (allowed)
2303,perl,medium,1,0.0,8.052,1.64,2.723,2.94,4,Write a Perl function called `perform_rsync` that securely transfers files using rsync with the following requirements:
2304,perl,medium,1,5.43,6.87,1.574,2.346,2.45,3,Test Case 1
2305,perl,medium,1,5.18,7.132,1.252,2.352,3.029,3,Requirements:
2306,perl,medium,0,0.0,7.878,1.954,2.623,2.801,3,Test case 1: purge operation
2307,perl,hard,0,0.0,7.782,1.599,2.694,2.989,3,Requirements:
2308,perl,hard,1,1.79,7.209,1.51,2.239,2.96,3,"Write a Perl function called `process_data_file` that handles different formats of semantic web data files. The function should process files in either Turtle (.ttl) or N-Triples (.nt) format, including their compressed versions (.ttl.gz, .nt.gz)."
2309,perl,hard,0,0.0,7.364,1.522,2.84,2.502,3,Write a Perl function called `simulate_valgrind_check` that simulates checking a program for memory leaks and outputs results in a format similar to Valgrind's error summary.
2310,perl,hard,1,16.15,6.342,0.954,2.156,2.732,3,Write a Perl function named `generate_output_filename` that takes two arguments:
2311,perl,hard,0,6.49,6.944,1.342,2.475,2.377,4,"Write a Perl function named `calculate_julian_adjustments` that computes three adjustment values based on a given day of the year and a year. The function should take two arguments: a day number (1-366) and a year (e.g., 2023), and return an array of three integers representing specific adjustments."
2312,perl,easy,1,0.0,7.873,1.805,2.736,2.832,3,Write a Perl script that implements two functions to help generate standardized AppImage filenames:
2313,perl,hard,0,1.03,7.529,1.158,2.813,2.808,4,"Write a Perl function called `get_llvm_config` that generates configuration information for setting up LLVM (Low Level Virtual Machine) on different Linux distributions. The function should take two arguments: a system name (Linux distribution) and an LLVM version, then output the appropriate configuration details."
2314,perl,hard,0,0.0,7.719,1.406,2.971,2.592,4,Invalid cases (should return undef)
2315,perl,hard,0,5.58,6.9,1.505,2.352,2.542,3,Should return escape sequence for shape 1 (blinking cursor)
2316,perl,medium,1,20.87,6.06,0.722,2.149,2.689,3,Write a Perl script that implements two functions to validate and retrieve disk information:
2317,perl,easy,1,8.71,6.595,1.555,2.085,2.456,3,Write a Perl function `get_battery_status` that takes two arguments:
2318,perl,easy,1,0.0,8.654,2.067,2.899,3.187,3,Input Format
2319,perl,easy,1,18.93,6.179,0.811,2.284,2.583,3,Output: nginx 1.23.1
2320,perl,medium,1,19.55,6.093,0.881,1.846,2.866,3,"Returns: ""100 200 300 400 500"""
2321,perl,medium,1,1.11,7.268,1.526,2.719,2.522,3,"Write a Perl function called `get_git_version` that selects between a version tag and a commit hash based on availability. The function should return the version tag if it's provided (non-empty), otherwise it should return the commit hash. If neither is provided, it should return an empty string."
2322,perl,easy,1,0.0,8.216,2.063,2.589,3.064,3,Create test files
2323,perl,easy,0,15.53,6.478,0.779,2.777,2.421,3,Test Case 1: Dropseq with BCL
2324,perl,medium,1,0.0,7.802,1.706,2.309,3.287,3,**Problem: Compare Package Versions**
2325,perl,hard,1,0.0,8.199,1.975,2.656,3.069,3,All dependencies are installed
2326,perl,hard,1,0.0,7.651,1.778,2.477,2.896,3,Default range (no arguments)
2327,perl,hard,0,8.85,6.544,1.457,2.106,2.732,2,"Write a Perl function named `get_deployment_version` that takes a deployment type as input and returns its corresponding version string. The function should return ""unknown"" for any unrecognized deployment type or empty input."
2328,perl,easy,1,0.0,7.782,1.497,2.681,3.104,3,Test 1: Reading existing file
2329,perl,hard,1,4.32,6.862,1.55,2.31,2.503,3,Write a Perl script that implements two functions:
2330,php,medium,1,0.0,8.191,2.051,2.505,2.885,4,Implement a MerkleDAGStore class in PHP for storing and retrieving objects. The class should support the following operations:
2331,php,hard,0,0.0,8.441,1.829,2.804,3.057,4,Implement an activity management system with the following features using PHP:
2332,php,medium,1,0.0,8.177,1.556,3.081,3.039,3,"Write a PHP function `handleMonthChange` that takes an object representing the current month and year, and a number representing the month change, then returns a new object containing the updated month information."
2333,php,easy,1,0.0,8.802,2.138,2.805,3.109,4,Write a PHP function `errorBoundary` that takes a callable as a parameter and executes it. The function should return an associative array containing one of the following two cases:
2334,php,hard,0,0.0,9.544,2.343,3.009,3.192,5,Implement a ToDoManager class in PHP that manages a collection of tasks with the following functionality:
2335,perl,hard,0,0.0,8.38,2.269,2.671,2.94,3,Write a Perl function called `parse_and_export_config` that retrieves and displays configuration details for specific software versions. The function should take a version string as input and output the corresponding configuration in a standardized format.
2336,php,medium,1,0.0,7.808,1.718,2.347,2.993,4,Implement a Stack data structure using PHP. The Stack class should support the following operations:
2337,php,hard,0,0.0,9.061,2.611,3.031,2.918,3,Write a PHP function `processInputs` that accepts two types of inputs and returns an object containing number comparison results and animal classification results.
2338,php,hard,0,0.0,8.823,1.81,3.096,3.167,4,Write a PHP function `processPizzaOrder` to handle a pizza order conversation flow. The function should return appropriate responses and order status based on the user's message content.
2339,php,hard,0,0.0,8.883,2.269,2.831,3.283,3,Write a PHP function `combineImages` that merges two images (a background image and an avatar) into a new composite image. The function should handle various input scenarios and return appropriate results.
2340,php,hard,1,0.0,8.885,2.021,3.017,3.347,3,"Write a PHP function `quickSort` that takes an array of numbers as input and returns a new array sorted in ascending order. The sorted array should contain all original elements, including duplicates."
2341,php,medium,1,0.0,8.875,2.008,2.743,3.125,5,Implement a Trie (prefix tree) data structure in PHP that supports the following operations:
2342,php,medium,1,0.0,9.155,2.208,2.657,3.289,5,PHP Programming Problem: Breadth-First Search (BFS) in Graphs
2343,php,medium,1,0.0,9.334,2.466,3.329,3.039,3,Write a PHP function `calculateCanvasEdgeIntersection` that calculates the intersection point of a line from an internal point to an external point with the edge of a canvas.
2344,php,easy,0,0.0,8.688,2.212,2.537,3.189,4,Implement a GameEntityManager class in PHP to manage player and bullet entities in a game. The class should provide the following functionality:
2345,php,hard,0,0.0,9.579,2.332,2.939,3.308,5,Implement a user authentication system class `UserAuthSystem` in PHP that includes the following functionalities:
2346,php,hard,0,0.0,9.54,2.436,3.046,3.308,4,Write a PHP function `processFileNameTransformations` that processes an array of video file information and returns the filename transformation results.
2347,php,hard,0,0.0,8.203,1.878,2.58,2.994,4,Write a PHP program to simulate rigid body physics in 2D space. Implement a `RigidBody` class and related physics simulation functions.
2348,php,hard,0,0.0,8.871,2.234,2.818,3.07,4,Write a PHP function `filterTableData` that filters table data based on given criteria and returns the filtered results along with statistics.
2349,php,hard,1,0.0,8.447,1.919,2.36,3.167,5,PHP Class Inheritance Exercise: Create Person and IronMan Classes
2350,php,hard,0,0.0,9.793,2.589,3.1,3.354,4,Implement a user management system with the following functionality:
2351,php,medium,0,0.0,9.062,1.714,3.294,3.054,5,Implement a TokenSimulator class to simulate basic token operations. The class needs to support the following functionality:
2352,php,hard,0,0.0,9.214,2.229,3.001,3.234,4,"Implement a document management system that can create, retrieve, update, and delete documents while handling document version conflicts."
2353,php,easy,0,0.0,8.666,2.023,2.744,3.15,4,"Write a PHP function `minCostClimbingStairs` that takes an array of non-negative integers `cost`, where each element represents the cost of stepping on that stair. You can start climbing from either stair at index 0 or 1, and you can climb either 1 or 2 stairs at a time. Your goal is to calculate the minimum cost to reach the top of the stairs (i.e., beyond the end of the array)."
2354,php,hard,1,0.0,8.855,1.973,2.637,3.245,5,Implement a Tic-Tac-Toe game class called TicTacToe with the following functionality:
2355,php,easy,1,0.0,8.327,2.194,2.724,2.908,3,PHP Programming Problem: Binary Search and Counting
2356,php,hard,0,0.0,10.125,2.95,2.928,3.247,5,Write a PHP function `fetchSuperheroData` that returns information about a superhero based on the input name or an error message if not found.
2357,php,easy,1,0.0,8.264,1.913,2.763,3.088,3,Write a PHP function `checkScheduledTime` that takes two DateTime objects as parameters: one representing a scheduled meeting time and another representing the current time. The function should return a string based on the following rules:
2358,php,hard,0,0.0,8.971,2.353,2.664,2.954,5,Implement a Dart Board Manager class called DartBoardManager with the following functionality:
2359,php,medium,1,0.0,9.143,2.446,2.956,3.24,3,Write a PHP function `handleWebRequest` that processes different web requests and returns appropriate responses and log messages. The function should return specific messages based on different request paths and record corresponding access logs.
2360,php,hard,0,0.0,8.422,1.808,2.725,3.138,4,Write a PHP class `MidiMessageHandler` that implements MIDI message processing functionality. The requirements are:
2361,php,hard,0,0.0,9.022,2.13,3.026,3.116,4,Write a PHP function `manageStoryProgress` that manages story progress state in a game. The function should accept an object representing the current game state as a parameter and return the updated game state object.
2362,php,hard,0,0.0,8.488,1.589,3.257,2.892,4,Write a PHP function `calculateNearestPoint` that calculates the nearest point on a satellite's orbit to a given ground target and returns relevant information.
2363,php,hard,0,0.0,9.572,2.339,3.081,3.152,5,Implement an Artist Management System using PHP. The system should be implemented as a class `ArtistManager` with the following functionality:
2364,php,hard,0,0.0,9.366,2.379,3.189,3.048,4,"Write a PHP function `processLibraryIncludes` that processes module import calls, converting specific library include calls to standard require calls and handling duplicate imports."
2365,php,easy,1,1.23,7.317,1.809,1.969,3.039,3,Write a PHP function `detectCollision` to detect whether two circular objects collide. Each circular object is represented by an object with `position` and `radius` properties. The `position` is an object with `x` and `y` properties representing the coordinates of the circle's center. The `radius` represents the circle's radius.
2366,php,medium,1,0.0,8.556,2.038,2.537,3.231,4,Write a PHP function named `simulateDomContext` that simulates property access and processing in a DOM context. The function needs to handle the following cases:
2367,php,easy,0,0.0,9.79,2.824,2.882,3.333,4,Write a PHP function `simulateServerErrorHandling` that simulates different server error handling scenarios. The function should return the server's state and error information based on different error types.
2368,php,medium,1,0.0,8.497,1.933,2.516,3.297,4,Write a PHP function `validateAndUploadFile` that validates and processes an uploaded file. The function should accept a file object as a parameter and return a result object based on the following rules:
2369,php,hard,0,0.0,8.156,1.23,2.958,3.218,4,"Write a PHP function `getBackgroundColor` that accepts a `Color` object and a mixing factor, and returns a new `Color` object. The `Color` class should have a method `getColors` that returns an object with `r`, `g`, and `b` properties."
2370,php,hard,0,0.0,9.359,2.563,2.808,3.238,4,Implement a user preference management system using PHP. The system needs to manage the following user preferences:
2371,php,easy,1,0.0,9.052,2.237,2.747,3.067,5,Write a PHP function `isSubtree` that determines whether a binary tree `t` is a subtree of another binary tree `s`. The tree `t` is considered a subtree of `s` if there exists a subtree in `s` that has the same structure and node values as `t`.
2372,php,medium,1,0.0,8.123,1.834,2.725,2.814,4,Create an ICO (Initial Coin Offering) class in PHP to simulate the crowdfunding process of cryptocurrency. The class must meet the following requirements:
2373,php,hard,0,0.0,7.762,1.566,2.307,2.89,5,Implement a Stack data structure in PHP with the following requirements:
2374,php,hard,0,0.0,10.076,2.821,3.018,3.237,5,Implement a game input handler class called GameMovementHandler in PHP that meets the following requirements:
2375,php,easy,1,0.0,8.234,1.933,2.844,2.707,4,Write a PHP function `convertToTitleCase` that converts a given string to title case format. Title case is defined as: the first letter of each word capitalized and all other letters lowercase. The original number of spaces between words and other characters (including numbers) should remain unchanged.
2376,php,medium,0,0.0,8.771,1.676,2.892,3.203,5,Implement a WebGL wrapper simulator class called GLWrapperSimulator with the following functionalities:
2377,php,medium,0,0.0,9.129,2.638,2.67,3.072,4,Implement a graph analysis tool in PHP with the following two functions:
2378,php,hard,0,0.0,9.368,2.419,2.793,3.156,5,Implement a PopulationCRUD class in PHP to manage city population data with CRUD operations. The class should support:
2379,php,hard,0,0.0,9.802,3.048,3.05,2.704,5,Write a PHP function `printSequentialMessages` that prints a set of messages sequentially with a fixed delay between each message.
2380,php,hard,0,0.0,9.036,2.209,2.78,3.048,5,Implement a user authentication system class `UserAuthSystem` in PHP that includes the following functionality:
2381,php,easy,1,0.0,8.656,2.095,2.772,3.039,4,Write a PHP function `postReducer` to manage the state of blog posts. The function should handle the following actions:
2382,php,easy,1,0.0,7.727,1.712,2.133,2.883,5,Implement a PHP class named `Sequence` that generates and manipulates a number sequence. The class should meet the following requirements:
2383,php,medium,0,0.0,8.596,1.696,2.839,3.311,4,Implement an array operations manager function `arrayOperationsManager` that can perform various operations on an array based on different operation types and return a detailed object containing the operation results.
2384,php,easy,0,0.0,9.228,2.398,2.774,3.306,4,Implement a simple router simulator using PHP. The RouterSimulator class should support the following functionality:
2385,php,hard,0,0.0,8.771,1.783,3.078,3.16,4,"Write a PHP function `fontStyleManager` to validate and manage font style settings. The function should accept 1 to 4 parameters representing font family, font weight, font style, and font size respectively."
2386,php,medium,0,0.0,9.266,2.211,3.066,3.239,4,Write a PHP function `sortData` that sorts a two-dimensional array according to specified sorting rules. The requirements are as follows:
2387,php,hard,0,0.0,8.76,2.193,2.78,3.037,4,Write a PHP function `searchTVShows` that accepts a string parameter and returns an array containing TV show information. The function should meet the following requirements:
2388,php,hard,1,0.0,9.459,2.503,2.878,3.079,5,Write a PHP function `AvatarTransformer` that takes an array of avatar rules and returns an object with the following methods:
2389,php,hard,0,0.0,8.891,2.418,2.806,3.167,3,"Write a PHP function `verify_jwt_token` that validates a JWT (JSON Web Token). The function should accept two parameters: a token string and a secret string, and return an array containing the validation result."
2390,php,easy,1,0.0,8.185,2.09,2.56,3.036,3,Implement the following three search functions in PHP:
2391,php,hard,1,0.0,8.806,2.037,2.647,3.122,5,"Write a PHP function `constructBSTFromPostorder` that constructs a Binary Search Tree (BST) from a given postorder traversal array and returns the constructed tree. Additionally, provide a helper function `printBSTLevelOrder` that prints the BST nodes in level order (breadth-first), with each level's node values in a subarray."
2392,php,easy,0,0.0,8.928,2.126,2.744,3.058,5,Implement a Graph class in PHP that includes the following methods:
2393,php,hard,0,0.0,8.821,2.289,2.565,3.218,4,"Write a PHP function `authenticateUser` to implement user authentication. The function should take two string parameters: username and password, and return an array containing the authentication result."
2394,php,easy,1,0.0,8.735,1.861,2.804,3.32,4,Write a PHP function `perform_array_operations` that takes three parameters: two arrays and a new element. The function should return an object with three properties:
2395,php,medium,0,0.0,8.566,1.751,2.842,2.973,5,Implement a simple 2D game player class in PHP
2396,php,hard,0,0.0,9.948,2.622,2.956,3.371,5,Implement a YouTube service class in PHP that includes the following functionalities:
2397,php,easy,0,0.0,9.014,2.157,2.925,3.182,4,Implement a course management system using PHP. Create a `CourseManager` class that manages course and student information. The class should provide the following functionality:
2398,php,hard,0,0.0,8.679,1.892,2.829,3.208,4,Write a PHP function `parseChatMessages` that can parse an array of chat messages and convert each message into structured data.
2399,php,hard,0,0.0,8.945,2.234,2.892,3.069,4,Write a PHP program to process a queue of building options. Implement the following two functions:
2400,php,hard,0,0.0,9.266,2.363,2.661,3.242,5,Implement a WebViewManager class to manage web view operations in PHP. The class must provide the following functionality:
2401,php,hard,0,0.0,9.521,2.416,2.87,3.234,5,Implement a User Authentication System in PHP
2402,php,medium,1,0.0,8.44,1.783,2.584,3.572,3,"Write a PHP function `generateExcuse` that generates a specific excuse string based on four index parameters. The excuse string is composed by combining four parts: ""who"", ""action"", ""what"", and ""when""."
2403,php,medium,0,0.0,7.749,1.258,2.685,3.056,4,"Write a PHP function `trimBST` that accepts the root node of a Binary Search Tree (BST) and two integers L and R as parameters. The function should trim the tree so that all node values fall within the range [L, R]. The trimmed tree should still be a valid BST and should only contain nodes within the specified range. For nodes outside the range, they should be replaced by their subtrees' nodes that fall within the range (if any exist)."
2404,php,medium,0,0.0,9.302,2.477,2.881,3.195,4,Implement a joke management system using PHP. The system should be implemented as a `JokeManager` class with the following functionality:
2405,php,easy,1,0.0,8.577,1.977,3.064,2.786,4,Write a PHP function `filterValues` that filters available values based on allowed and preferred criteria.
2406,php,easy,1,0.0,8.623,2.194,2.766,3.162,3,"Write a PHP function `binarySearch` that implements the binary search algorithm. The function should take a sorted array and a target value as parameters, and return the index of the target value in the array. If the target value is not found in the array, it should return -1."
2407,php,hard,0,0.0,9.802,2.609,3.007,3.185,5,Write a PHP function `createGameScene` that creates a game scene object capable of triggering callback functions based on key press states.
2408,php,easy,0,0.0,8.032,2.002,2.224,3.056,4,Write a PHP program that implements three string manipulation functions:
2409,php,easy,1,0.0,10.023,2.916,3.128,3.23,4,Write a PHP function `detectCollision` to detect collisions between a moving entity and a 2D tile map.
2410,php,easy,0,0.0,9.319,2.304,2.937,3.078,5,Implement a user authentication service class AuthService with the following functionality:
2411,php,medium,1,0.0,8.086,1.995,2.348,2.742,5,Implement a PHP class `ParentClass` to manage a list of words. The class must meet the following requirements:
2412,php,medium,1,0.0,8.775,1.937,2.843,3.245,4,Write a PHP function `smoothScroll` that simulates smooth scrolling to a specified element on a webpage.
2413,php,easy,1,0.0,8.94,2.211,2.772,3.456,3,"Write a PHP function named `videoStitching` that takes an array of video clips and a target time, and returns the minimum number of clips needed to cover the entire target time. If it's impossible to cover, return -1."
2414,php,hard,0,0.0,9.132,2.574,2.727,3.081,4,Implement a TaskManager class in PHP that manages a collection of tasks with the following functionality:
2415,php,hard,0,0.0,9.176,1.808,3.142,3.226,5,Implement a user registration and authentication system in PHP. The system should provide the following functionality:
2416,php,hard,1,0.0,8.779,1.947,2.805,3.277,4,Write a PHP function `authenticateUser` to implement user authentication and password change functionality. The function should handle the following cases:
2417,php,medium,1,0.0,8.739,2.42,2.596,2.973,4,Write a PHP program that implements two functions: `createPrintFunctions` and `executePrintFunctions`.
2418,php,easy,1,0.0,8.17,1.685,2.719,3.016,4,PHP Class Implementation: Person and its Greeting Method
2419,php,medium,1,0.0,8.074,1.963,2.477,2.884,4,Write a PHP function `setupDraggableElement` that prepares data for making an element draggable on a webpage. The function should support the following features:
2420,php,medium,0,0.0,8.821,2.074,2.848,3.148,4,Implement a NavigationManager class in PHP to manage the open/close state of navigation elements. The class should meet these requirements:
2421,php,hard,0,0.0,9.324,2.164,3.006,3.154,5,Implement a plant management system using PHP. The system should provide the following functionalities:
2422,php,medium,1,0.0,7.925,1.435,2.528,3.212,4,Write a PHP function `processString` that processes an input string and formats it according to different options. The function requirements are:
2423,php,hard,0,0.0,9.283,2.562,2.842,2.879,5,Create a PHP function `createSearchHandler` that implements a search handler with the following requirements:
2424,php,easy,0,0.0,8.923,2.197,2.822,3.155,4,"Write a PHP function `findClosestWireIntersection` that calculates all intersection points between two wire paths and returns the intersection closest to the origin (0,0) along with its Manhattan distance."
2425,php,hard,0,0.0,9.345,2.08,3.197,3.068,5,Write a PHP program to implement a menu management system. The system should include the following features:
2426,php,hard,0,0.0,8.706,1.924,2.604,3.178,5,Implement an AuthManager class to manage user authentication state in PHP. The class must meet the following requirements:
2427,php,hard,0,0.0,8.007,2.16,2.345,3.002,3,PHP Movie Genre Manager
2428,php,hard,0,0.0,8.796,1.799,2.863,3.134,5,Implement a Company Employee Management System in PHP
2429,php,medium,0,1.45,7.251,1.483,2.25,2.767,4,"Write a PHP function `addTwoNumbers` that takes two non-negative integers represented as linked lists and returns their sum (also as a linked list). The digits in the linked lists are stored in reverse order, with each node containing a single digit (0-9)."
2430,php,hard,0,0.0,9.234,2.266,2.821,3.146,5,Implement a `CenterService` class in PHP that manages centers with the following operations:
2431,php,hard,1,0.0,8.27,1.911,2.551,3.058,4,Implement a cache manager that can load and cache specific information from a given data object. The cache manager must meet the following requirements:
2432,php,medium,1,0.0,8.288,1.802,2.577,3.159,4,PHP Programming Problem: Heap Sort Animation Tracking
2433,php,medium,0,0.0,9.687,2.514,2.86,3.313,5,Implement a Tic-Tac-Toe game class called TicTacToe with the following functionality:
2434,php,hard,1,0.0,8.485,1.775,2.739,3.221,4,Implement an Auto-Refresh WebSocket Client in PHP
2435,php,medium,0,0.0,8.733,1.814,2.713,3.206,5,Implement a PHP class `SignaturePadSimulator` that simulates a signature pad with the following functionality:
2436,php,easy,1,0.0,8.798,2.119,2.637,3.293,4,Write a PHP function `countBinaryDigits` that takes an array as input and returns an associative array containing the counts of 0s and 1s in the array. Ignore all elements that are not 0 or 1.
2437,php,hard,0,0.0,9.462,2.646,2.775,3.291,4,Write a PHP function `elementConditionChecker` that checks if a set of page elements meet specific conditions and returns the check results.
2438,php,hard,0,0.0,8.97,2.39,2.726,3.104,4,Implement a comment management system using PHP. The system should be able to add comments and retrieve comment lists for specific articles.
2439,php,hard,0,0.0,9.427,2.377,2.821,3.229,5,Implement a RoomManager class in PHP that manages chat rooms with the following functionality:
2440,php,medium,1,0.0,9.139,2.293,2.807,3.29,4,Write a PHP function `generateSequence` that generates an integer sequence following specific rules.
2441,php,hard,0,0.0,9.077,2.209,2.827,3.292,4,Implement a music library manager in PHP that can perform the following operations:
2442,php,medium,0,0.0,9.084,2.102,3.049,3.183,4,"Write a PHP function `calculateSupervisors` that calculates how many supervisors are needed to manage students in multiple rooms. The number of students in each room is represented by a space-separated string. The supervisor configuration is represented by two numbers: the first number is the maximum number of students each supervisor can manage, and the second number is the number of additional supervisors needed for each additional student beyond that maximum."
2443,php,hard,0,0.0,8.177,1.714,2.491,3.221,4,PHP Programming Problem: Implementing a Memoization Function
2444,php,easy,0,0.0,7.875,1.383,2.608,3.134,4,"Write a PHP function `colorGuessingGame` to implement a color guessing game. The function takes two string parameters: `$targetColor` (the target color) and `$guess` (the player's guessed color), and returns an associative array containing the game result."
2445,php,hard,0,0.0,8.587,2.027,2.9,3.16,3,"Write a PHP function `calculateTextFit` that calculates the optimal display of text within given constraints. The function should determine if the text can be displayed within a specified maximum width and box height, and calculate the appropriate font size and actual height used."
2446,php,hard,0,0.0,8.909,1.847,3.052,3.26,4,Implement a music playlist management system using PHP. The system should support the following features:
2447,php,medium,0,0.0,7.665,1.37,2.617,2.928,4,"Write a PHP function `towerOfHanoi` that simulates the final state after solving the Tower of Hanoi problem. The function should accept an integer parameter representing the number of disks and return an object describing the final state of three rods (source, auxiliary, destination)."
2448,php,easy,0,0.0,9.424,2.235,3.062,3.377,4,Implement an EventBus class in PHP that handles event listening and emitting with the following capabilities:
2449,php,medium,1,0.0,9.425,2.508,2.889,3.278,4,Implement a class called `StateMutator` with the following methods to modify the state of PHP arrays (objects):
2450,php,medium,0,4.18,7.249,1.19,2.484,2.825,4,"Write a PHP function `goldNoise` that takes three numeric parameters `x`, `y`, and `z`, and returns a pseudo-random number generated based on the golden ratio. The returned value should be a floating-point number between 0 and 1 (excluding 1), and for the same input parameters, the return value should always be the same."
2451,php,hard,0,0.0,9.15,2.377,2.556,3.217,5,Implement a DomainManager class in PHP to manage domain data. The class should support the following operations:
2452,php,hard,0,0.0,8.929,2.253,2.787,3.14,4,Write a PHP function `validateAndAddMovie` that validates and adds a movie to a movies list. The function should:
2453,php,hard,0,0.0,9.01,2.182,2.722,3.356,4,PHP Chemical Database Operations
2454,php,easy,1,0.0,8.522,1.957,2.606,3.209,4,Write a PHP function `rps` to implement the Rock-Paper-Scissors game. The function should take two parameters representing player 1's and player 2's choices and return the game result.
2455,php,easy,0,12.81,6.353,1.331,1.731,2.541,4,Write a PHP function `decodeMorse` that decodes a Morse code string into readable text.
2456,php,hard,1,0.0,9.375,2.241,2.957,3.177,5,Implement a Wordle game simulation in PHP. Create a class called `WordleGame` that takes a 5-letter target word as its constructor argument. The class should have a method `makeGuess(guess)` that accepts a 5-letter guess and returns an associative array with the following properties:
2457,php,hard,0,0.0,9.744,2.612,3.185,3.197,4,Write a PHP function `validateConfigGroups` that validates and processes user group configurations. The function needs to check the validity of the configuration and store valid group information in a shared database.
2458,php,hard,0,0.0,9.018,2.057,2.886,3.325,4,Implement an authentication system in PHP with the following requirements:
2459,php,hard,0,0.0,8.19,2.072,2.582,3.036,3,Implement a NavigationManager class in PHP that controls the display state of a webpage sidebar and forms. The class must meet the following requirements:
2460,php,medium,1,0.0,9.49,2.471,2.872,3.148,5,"Write a PHP function `hasPathSum` that accepts a binary tree and a target number as parameters, and determines whether there exists a path from the root node to a leaf node where the sum of all node values along the path equals the target number."
2461,php,hard,0,0.0,8.684,1.685,2.784,3.215,5,Implement a user preferences manager called PreferencesManager with the following functionality:
2462,php,hard,0,0.0,9.476,2.933,2.863,3.179,3,Implement a form handler in PHP that manages form state and validation. The solution should include the following:
2463,php,hard,1,0.0,8.687,2.022,2.774,3.391,3,Implement a simple user authentication system with registration and login functionality using PHP. Create an `AuthController` class that meets the following requirements:
2464,php,hard,1,0.0,9.086,2.637,2.562,3.137,4,Implement a StreamProcessor class in PHP that simulates the functionality of a readable stream similar to Node.js. The class should be able to process data chunks and pipe them to a writable destination.
2465,php,medium,1,0.0,9.014,2.21,2.538,3.266,5,Implement a bus stop manager class called MapStopsManager that manages current bus stops and stop switching. The class must meet the following requirements:
2466,php,hard,0,0.0,9.152,2.103,3.165,3.134,4,"Write a PHP function `processFormStateNode` that determines how to handle a form state node based on the type of input value. The function needs to choose between two population strategies (""WHOLE"" or ""PARTS"") and initialize the form state node properties accordingly."
2467,php,hard,0,0.0,9.059,2.21,2.818,3.281,4,Implement a user login verification function `simulateLogin` that validates user credentials and returns the login result.
