index,language,difficulty,success,docs_score,question_chars,headings,code_blocks,example_markers,has_constraints,has_notes,title
2295,perl,hard,1,24.02,1634,4,1,2,1,1,"Input: ""1000 2000"""
2296,perl,hard,0,9.07,1363,0,0,0,1,0,Write a Perl function named `generate_gdal_params` that constructs parameters for the GDAL `gdal_translate` command based on input parameters. The function should handle input validation and generate the appropriate output format as specified in the test cases.
2297,perl,medium,1,25.06,1358,5,1,2,1,1,Expected output:
2298,perl,hard,0,8.96,1298,0,0,0,1,0,Write a Perl function named `process_compiler_args` that processes compiler command-line arguments according to the following specifications:
2299,perl,hard,0,10.51,1326,0,0,0,1,1,"Write a Perl function called `extract_translation_strings` that generates translation template files for different versions of a software project. The function should handle both stable and development versions, allow custom output directories, and validate input parameters."
2300,perl,hard,0,30.89,1557,3,3,4,1,0,Valid notification
2301,perl,medium,1,22.09,1374,4,1,2,1,0,Test case 1: CentOS/RedHat
2302,perl,hard,0,19.27,1304,2,1,2,1,1,Test tcp 22 (allowed)
2303,perl,medium,1,10.44,1283,0,0,0,1,1,Write a Perl function called `perform_rsync` that securely transfers files using rsync with the following requirements:
2304,perl,medium,1,29.02,1631,6,1,3,1,1,Test Case 1
2305,perl,medium,1,25.16,1657,5,1,2,1,1,Requirements:
2306,perl,medium,0,24.3,1799,5,1,2,1,0,Test case 1: purge operation
2307,perl,hard,0,21.91,1149,9,1,1,1,0,Requirements:
2308,perl,hard,1,9.22,1451,0,0,0,1,0,"Write a Perl function called `process_data_file` that handles different formats of semantic web data files. The function should process files in either Turtle (.ttl) or N-Triples (.nt) format, including their compressed versions (.ttl.gz, .nt.gz)."
2309,perl,hard,0,14.19,1074,0,2,0,1,0,Write a Perl function called `simulate_valgrind_check` that simulates checking a program for memory leaks and outputs results in a format similar to Valgrind's error summary.
2310,perl,hard,1,13.62,853,0,1,2,1,0,Write a Perl function named `generate_output_filename` that takes two arguments:
2311,perl,hard,0,5.74,806,0,0,0,1,0,"Write a Perl function named `calculate_julian_adjustments` that computes three adjustment values based on a given day of the year and a year. The function should take two arguments: a day number (1-366) and a year (e.g., 2023), and return an array of three integers representing specific adjustments."
2312,perl,easy,1,17.96,1293,0,1,3,1,0,Write a Perl script that implements two functions to help generate standardized AppImage filenames:
2313,perl,hard,0,8.85,1230,0,0,0,1,0,"Write a Perl function called `get_llvm_config` that generates configuration information for setting up LLVM (Low Level Virtual Machine) on different Linux distributions. The function should take two arguments: a system name (Linux distribution) and an LLVM version, then output the appropriate configuration details."
2314,perl,hard,0,20.84,1404,1,1,4,1,0,Invalid cases (should return undef)
2315,perl,hard,0,19.54,1225,3,1,2,1,0,Should return escape sequence for shape 1 (blinking cursor)
2316,perl,medium,1,5.52,673,0,0,0,1,0,Write a Perl script that implements two functions to validate and retrieve disk information:
2317,perl,easy,1,5.87,699,0,0,0,0,1,Write a Perl function `get_battery_status` that takes two arguments:
2318,perl,easy,1,29.29,1794,10,1,3,1,1,Input Format
2319,perl,easy,1,22.09,1372,3,1,2,1,1,Output: nginx 1.23.1
2320,perl,medium,1,19.86,1177,2,1,2,1,1,"Returns: ""100 200 300 400 500"""
2321,perl,medium,1,14.52,1151,0,1,2,1,0,"Write a Perl function called `get_git_version` that selects between a version tag and a commit hash based on availability. The function should return the version tag if it's provided (non-empty), otherwise it should return the commit hash. If neither is provided, it should return an empty string."
2322,perl,easy,1,27.28,1485,5,1,3,1,1,Create test files
2323,perl,easy,0,25.5,1622,13,1,2,1,0,Test Case 1: Dropseq with BCL
2324,perl,medium,1,13.49,1252,0,1,2,1,0,**Problem: Compare Package Versions**
2325,perl,hard,1,20.65,1468,3,1,2,1,1,All dependencies are installed
2326,perl,hard,1,24.05,1652,4,1,2,1,1,Default range (no arguments)
2327,perl,hard,0,4.79,473,0,0,0,1,0,"Write a Perl function named `get_deployment_version` that takes a deployment type as input and returns its corresponding version string. The function should return ""unknown"" for any unrecognized deployment type or empty input."
2328,perl,easy,1,22.84,1163,4,1,2,1,1,Test 1: Reading existing file
2329,perl,hard,1,8.79,1192,0,0,0,1,0,Write a Perl script that implements two functions:
2330,php,medium,1,12.24,1345,0,0,2,1,0,Implement a MerkleDAGStore class in PHP for storing and retrieving objects. The class should support the following operations:
2331,php,hard,0,10.42,1271,0,0,0,1,1,Implement an activity management system with the following features using PHP:
2332,php,medium,1,16.38,1788,0,1,2,1,0,"Write a PHP function `handleMonthChange` that takes an object representing the current month and year, and a number representing the month change, then returns a new object containing the updated month information."
2333,php,easy,1,13.81,1265,0,1,2,0,1,Write a PHP function `errorBoundary` that takes a callable as a parameter and executes it. The function should return an associative array containing one of the following two cases:
2334,php,hard,0,13.22,1454,0,0,2,1,0,Implement a ToDoManager class in PHP that manages a collection of tasks with the following functionality:
2335,perl,hard,0,8.22,1092,0,0,0,1,0,Write a Perl function called `parse_and_export_config` that retrieves and displays configuration details for specific software versions. The function should take a version string as input and output the corresponding configuration in a standardized format.
2336,php,medium,1,6.18,825,0,0,0,1,0,Implement a Stack data structure using PHP. The Stack class should support the following operations:
2337,php,hard,0,11.45,1889,0,0,0,1,1,Write a PHP function `processInputs` that accepts two types of inputs and returns an object containing number comparison results and animal classification results.
2338,php,hard,0,9.26,1055,0,0,0,1,1,Write a PHP function `processPizzaOrder` to handle a pizza order conversation flow. The function should return appropriate responses and order status based on the user's message content.
2339,php,hard,0,14.53,1579,0,2,0,0,1,Write a PHP function `combineImages` that merges two images (a background image and an avatar) into a new composite image. The function should handle various input scenarios and return appropriate results.
2340,php,hard,1,15.47,1062,0,1,2,1,1,"Write a PHP function `quickSort` that takes an array of numbers as input and returns a new array sorted in ascending order. The sorted array should contain all original elements, including duplicates."
2341,php,medium,1,10.27,880,0,0,2,1,0,Implement a Trie (prefix tree) data structure in PHP that supports the following operations:
2342,php,medium,1,17.01,1265,0,1,2,1,1,PHP Programming Problem: Breadth-First Search (BFS) in Graphs
2343,php,medium,1,15.35,1408,0,1,2,1,0,Write a PHP function `calculateCanvasEdgeIntersection` that calculates the intersection point of a line from an internal point to an external point with the edge of a canvas.
2344,php,easy,0,8.68,1127,0,0,0,1,0,Implement a GameEntityManager class in PHP to manage player and bullet entities in a game. The class should provide the following functionality:
2345,php,hard,0,10.09,1074,0,0,0,1,1,Implement a user authentication system class `UserAuthSystem` in PHP that includes the following functionalities:
2346,php,hard,0,10.12,1031,0,0,1,1,0,Write a PHP function `processFileNameTransformations` that processes an array of video file information and returns the filename transformation results.
2347,php,hard,0,7.12,914,0,0,0,1,0,Write a PHP program to simulate rigid body physics in 2D space. Implement a `RigidBody` class and related physics simulation functions.
2348,php,hard,0,13.04,1164,0,0,3,0,1,Write a PHP function `filterTableData` that filters table data based on given criteria and returns the filtered results along with statistics.
2349,php,hard,1,9.21,1025,0,0,0,1,1,PHP Class Inheritance Exercise: Create Person and IronMan Classes
2350,php,hard,0,16.15,1112,0,2,0,1,1,Implement a user management system with the following functionality:
2351,php,medium,0,13.73,1755,0,0,2,1,0,Implement a TokenSimulator class to simulate basic token operations. The class needs to support the following functionality:
2352,php,hard,0,10.27,2384,0,0,0,0,1,"Implement a document management system that can create, retrieve, update, and delete documents while handling document version conflicts."
2353,php,easy,0,10.83,680,0,1,2,0,1,"Write a PHP function `minCostClimbingStairs` that takes an array of non-negative integers `cost`, where each element represents the cost of stepping on that stair. You can start climbing from either stair at index 0 or 1, and you can climb either 1 or 2 stairs at a time. Your goal is to calculate the minimum cost to reach the top of the stairs (i.e., beyond the end of the array)."
2354,php,hard,1,8.71,1148,0,0,0,1,0,Implement a Tic-Tac-Toe game class called TicTacToe with the following functionality:
2355,php,easy,1,8.05,813,0,0,0,1,1,PHP Programming Problem: Binary Search and Counting
2356,php,hard,0,16.75,1472,0,0,3,1,1,Write a PHP function `fetchSuperheroData` that returns information about a superhero based on the input name or an error message if not found.
2357,php,easy,1,14.2,1501,0,1,2,0,1,Write a PHP function `checkScheduledTime` that takes two DateTime objects as parameters: one representing a scheduled meeting time and another representing the current time. The function should return a string based on the following rules:
2358,php,hard,0,5.98,705,0,0,0,1,0,Implement a Dart Board Manager class called DartBoardManager with the following functionality:
2359,php,medium,1,11.12,1691,0,0,0,1,1,Write a PHP function `handleWebRequest` that processes different web requests and returns appropriate responses and log messages. The function should return specific messages based on different request paths and record corresponding access logs.
2360,php,hard,0,8.79,1017,0,0,0,1,1,Write a PHP class `MidiMessageHandler` that implements MIDI message processing functionality. The requirements are:
2361,php,hard,0,10.66,1414,0,0,0,1,1,Write a PHP function `manageStoryProgress` that manages story progress state in a game. The function should accept an object representing the current game state as a parameter and return the updated game state object.
2362,php,hard,0,9.87,1182,0,0,0,1,1,Write a PHP function `calculateNearestPoint` that calculates the nearest point on a satellite's orbit to a given ground target and returns relevant information.
2363,php,hard,0,6.95,1291,0,0,0,0,0,Implement an Artist Management System using PHP. The system should be implemented as a class `ArtistManager` with the following functionality:
2364,php,hard,0,8.49,1311,0,0,0,0,1,"Write a PHP function `processLibraryIncludes` that processes module import calls, converting specific library include calls to standard require calls and handling duplicate imports."
2365,php,easy,1,11.79,1252,0,1,2,0,1,Write a PHP function `detectCollision` to detect whether two circular objects collide. Each circular object is represented by an object with `position` and `radius` properties. The `position` is an object with `x` and `y` properties representing the coordinates of the circle's center. The `radius` represents the circle's radius.
2366,php,medium,1,20.29,1791,0,1,3,1,1,Write a PHP function named `simulateDomContext` that simulates property access and processing in a DOM context. The function needs to handle the following cases:
2367,php,easy,0,14.62,1695,0,1,2,0,0,Write a PHP function `simulateServerErrorHandling` that simulates different server error handling scenarios. The function should return the server's state and error information based on different error types.
2368,php,medium,1,7.85,932,0,0,0,0,1,Write a PHP function `validateAndUploadFile` that validates and processes an uploaded file. The function should accept a file object as a parameter and return a result object based on the following rules:
2369,php,hard,0,13.48,1246,0,1,2,1,0,"Write a PHP function `getBackgroundColor` that accepts a `Color` object and a mixing factor, and returns a new `Color` object. The `Color` class should have a method `getColors` that returns an object with `r`, `g`, and `b` properties."
2370,php,hard,0,8.76,1174,0,0,0,1,0,Implement a user preference management system using PHP. The system needs to manage the following user preferences:
2371,php,easy,1,15.08,1429,0,2,2,0,1,Write a PHP function `isSubtree` that determines whether a binary tree `t` is a subtree of another binary tree `s`. The tree `t` is considered a subtree of `s` if there exists a subtree in `s` that has the same structure and node values as `t`.
2372,php,medium,1,10.81,1504,0,0,0,1,1,Create an ICO (Initial Coin Offering) class in PHP to simulate the crowdfunding process of cryptocurrency. The class must meet the following requirements:
2373,php,hard,0,8.06,995,0,0,0,1,0,Implement a Stack data structure in PHP with the following requirements:
2374,php,hard,0,10.21,1143,0,0,0,1,1,Implement a game input handler class called GameMovementHandler in PHP that meets the following requirements:
2375,php,easy,1,13.18,1066,0,1,2,1,0,Write a PHP function `convertToTitleCase` that converts a given string to title case format. Title case is defined as: the first letter of each word capitalized and all other letters lowercase. The original number of spaces between words and other characters (including numbers) should remain unchanged.
2376,php,medium,0,9.15,1712,0,0,0,0,1,Implement a WebGL wrapper simulator class called GLWrapperSimulator with the following functionalities:
2377,php,medium,0,16.05,1350,0,1,2,1,0,Implement a graph analysis tool in PHP with the following two functions:
2378,php,hard,0,12.28,885,0,0,2,1,0,Implement a PopulationCRUD class in PHP to manage city population data with CRUD operations. The class should support:
2379,php,hard,0,8.2,897,0,0,0,1,1,Write a PHP function `printSequentialMessages` that prints a set of messages sequentially with a fixed delay between each message.
2380,php,hard,0,13.07,1361,0,0,2,1,0,Implement a user authentication system class `UserAuthSystem` in PHP that includes the following functionality:
2381,php,easy,1,10.07,1061,0,0,0,1,1,Write a PHP function `postReducer` to manage the state of blog posts. The function should handle the following actions:
2382,php,easy,1,16.17,1240,0,1,2,1,1,Implement a PHP class named `Sequence` that generates and manipulates a number sequence. The class should meet the following requirements:
2383,php,medium,0,15.58,1668,0,0,3,1,0,Implement an array operations manager function `arrayOperationsManager` that can perform various operations on an array based on different operation types and return a detailed object containing the operation results.
2384,php,easy,0,14.15,1411,0,1,2,1,0,Implement a simple router simulator using PHP. The RouterSimulator class should support the following functionality:
2385,php,hard,0,13.35,1167,0,1,2,1,0,"Write a PHP function `fontStyleManager` to validate and manage font style settings. The function should accept 1 to 4 parameters representing font family, font weight, font style, and font size respectively."
2386,php,medium,0,18.22,1750,0,1,2,1,1,Write a PHP function `sortData` that sorts a two-dimensional array according to specified sorting rules. The requirements are as follows:
2387,php,hard,0,15.68,1187,0,1,2,1,1,Write a PHP function `searchTVShows` that accepts a string parameter and returns an array containing TV show information. The function should meet the following requirements:
2388,php,hard,1,13.48,1010,0,1,2,1,0,Write a PHP function `AvatarTransformer` that takes an array of avatar rules and returns an object with the following methods:
2389,php,hard,0,13.25,1353,0,1,2,1,0,"Write a PHP function `verify_jwt_token` that validates a JWT (JSON Web Token). The function should accept two parameters: a token string and a secret string, and return an array containing the validation result."
2390,php,easy,1,5.32,854,0,0,0,0,1,Implement the following three search functions in PHP:
2391,php,hard,1,15.85,1348,0,2,2,1,0,"Write a PHP function `constructBSTFromPostorder` that constructs a Binary Search Tree (BST) from a given postorder traversal array and returns the constructed tree. Additionally, provide a helper function `printBSTLevelOrder` that prints the BST nodes in level order (breadth-first), with each level's node values in a subarray."
2392,php,easy,0,13.37,1179,0,1,2,1,0,Implement a Graph class in PHP that includes the following methods:
2393,php,hard,0,8.81,1024,0,0,0,1,1,"Write a PHP function `authenticateUser` to implement user authentication. The function should take two string parameters: username and password, and return an array containing the authentication result."
2394,php,easy,1,12.46,1599,0,1,2,0,0,Write a PHP function `perform_array_operations` that takes three parameters: two arrays and a new element. The function should return an object with three properties:
2395,php,medium,0,8.89,1256,0,0,0,1,0,Implement a simple 2D game player class in PHP
2396,php,hard,0,10.7,1438,0,0,0,1,1,Implement a YouTube service class in PHP that includes the following functionalities:
2397,php,easy,0,18.59,1974,0,1,2,1,1,Implement a course management system using PHP. Create a `CourseManager` class that manages course and student information. The class should provide the following functionality:
2398,php,hard,0,11.71,1089,0,0,1,1,1,Write a PHP function `parseChatMessages` that can parse an array of chat messages and convert each message into structured data.
2399,php,hard,0,5.64,801,0,0,0,0,1,Write a PHP program to process a queue of building options. Implement the following two functions:
2400,php,hard,0,10.52,1330,0,0,0,1,1,Implement a WebViewManager class to manage web view operations in PHP. The class must provide the following functionality:
2401,php,hard,0,10.29,1191,0,0,0,1,1,Implement a User Authentication System in PHP
2402,php,medium,1,10.22,971,0,1,2,0,0,"Write a PHP function `generateExcuse` that generates a specific excuse string based on four index parameters. The excuse string is composed by combining four parts: ""who"", ""action"", ""what"", and ""when""."
2403,php,medium,0,17.74,1526,0,2,2,1,0,"Write a PHP function `trimBST` that accepts the root node of a Binary Search Tree (BST) and two integers L and R as parameters. The function should trim the tree so that all node values fall within the range [L, R]. The trimmed tree should still be a valid BST and should only contain nodes within the specified range. For nodes outside the range, they should be replaced by their subtrees' nodes that fall within the range (if any exist)."
2404,php,medium,0,9.09,1375,0,0,0,1,0,Implement a joke management system using PHP. The system should be implemented as a `JokeManager` class with the following functionality:
2405,php,easy,1,15.59,1616,0,1,2,0,1,Write a PHP function `filterValues` that filters available values based on allowed and preferred criteria.
2406,php,easy,1,11.53,800,0,1,2,1,0,"Write a PHP function `binarySearch` that implements the binary search algorithm. The function should take a sorted array and a target value as parameters, and return the index of the target value in the array. If the target value is not found in the array, it should return -1."
2407,php,hard,0,9.85,1168,0,0,0,1,1,Write a PHP function `createGameScene` that creates a game scene object capable of triggering callback functions based on key press states.
2408,php,easy,0,13.32,1154,0,1,2,1,0,Write a PHP program that implements three string manipulation functions:
2409,php,easy,1,7.51,966,0,0,0,0,1,Write a PHP function `detectCollision` to detect collisions between a moving entity and a 2D tile map.
2410,php,easy,0,10.69,1436,0,0,0,1,1,Implement a user authentication service class AuthService with the following functionality:
2411,php,medium,1,12.65,1109,0,0,2,1,0,Implement a PHP class `ParentClass` to manage a list of words. The class must meet the following requirements:
2412,php,medium,1,15.42,1270,0,1,2,0,1,Write a PHP function `smoothScroll` that simulates smooth scrolling to a specified element on a webpage.
2413,php,easy,1,9.2,778,0,0,1,1,1,"Write a PHP function named `videoStitching` that takes an array of video clips and a target time, and returns the minimum number of clips needed to cover the entire target time. If it's impossible to cover, return -1."
2414,php,hard,0,14.88,1246,0,0,3,1,0,Implement a TaskManager class in PHP that manages a collection of tasks with the following functionality:
2415,php,hard,0,10.63,1398,0,0,0,1,1,Implement a user registration and authentication system in PHP. The system should provide the following functionality:
2416,php,hard,1,8.33,1220,0,0,0,0,1,Write a PHP function `authenticateUser` to implement user authentication and password change functionality. The function should handle the following cases:
2417,php,medium,1,13.54,1107,0,1,2,0,1,Write a PHP program that implements two functions: `createPrintFunctions` and `executePrintFunctions`.
2418,php,easy,1,10.47,1300,0,0,0,1,1,PHP Class Implementation: Person and its Greeting Method
2419,php,medium,1,14.6,1382,0,0,2,1,1,Write a PHP function `setupDraggableElement` that prepares data for making an element draggable on a webpage. The function should support the following features:
2420,php,medium,0,10.04,1045,0,0,0,1,1,Implement a NavigationManager class in PHP to manage the open/close state of navigation elements. The class should meet these requirements:
2421,php,hard,0,12.08,1365,0,1,0,1,0,Implement a plant management system using PHP. The system should provide the following functionalities:
2422,php,medium,1,15.99,1311,0,1,2,1,0,Write a PHP function `processString` that processes an input string and formats it according to different options. The function requirements are:
2423,php,hard,0,10.18,1130,0,0,0,1,1,Create a PHP function `createSearchHandler` that implements a search handler with the following requirements:
2424,php,easy,0,16.2,1442,0,1,2,1,0,"Write a PHP function `findClosestWireIntersection` that calculates all intersection points between two wire paths and returns the intersection closest to the origin (0,0) along with its Manhattan distance."
2425,php,hard,0,10.07,1062,0,0,0,1,1,Write a PHP program to implement a menu management system. The system should include the following features:
2426,php,hard,0,10.05,1051,0,0,0,1,1,Implement an AuthManager class to manage user authentication state in PHP. The class must meet the following requirements:
2427,php,hard,0,10.31,1208,0,0,0,1,1,PHP Movie Genre Manager
2428,php,hard,0,10.53,1340,0,0,0,1,1,Implement a Company Employee Management System in PHP
2429,php,medium,0,16.98,1545,0,2,2,1,0,"Write a PHP function `addTwoNumbers` that takes two non-negative integers represented as linked lists and returns their sum (also as a linked list). The digits in the linked lists are stored in reverse order, with each node containing a single digit (0-9)."
2430,php,hard,0,5.39,1073,0,0,0,0,0,Implement a `CenterService` class in PHP that manages centers with the following operations:
2431,php,hard,1,9.47,1181,0,0,0,1,1,Implement a cache manager that can load and cache specific information from a given data object. The cache manager must meet the following requirements:
2432,php,medium,1,17.69,1434,0,1,2,1,1,PHP Programming Problem: Heap Sort Animation Tracking
2433,php,medium,0,8.44,981,0,0,0,1,0,Implement a Tic-Tac-Toe game class called TicTacToe with the following functionality:
2434,php,hard,1,10.63,1399,0,0,0,1,1,Implement an Auto-Refresh WebSocket Client in PHP
2435,php,medium,0,10.34,1226,0,0,0,1,1,Implement a PHP class `SignaturePadSimulator` that simulates a signature pad with the following functionality:
2436,php,easy,1,12.03,859,0,1,2,1,0,Write a PHP function `countBinaryDigits` that takes an array as input and returns an associative array containing the counts of 0s and 1s in the array. Ignore all elements that are not 0 or 1.
2437,php,hard,0,12.12,2291,0,0,1,0,1,Write a PHP function `elementConditionChecker` that checks if a set of page elements meet specific conditions and returns the check results.
2438,php,hard,0,11.2,1739,0,0,0,1,1,Implement a comment management system using PHP. The system should be able to add comments and retrieve comment lists for specific articles.
2439,php,hard,0,8.59,1071,0,0,0,1,0,Implement a RoomManager class in PHP that manages chat rooms with the following functionality:
2440,php,medium,1,14.04,1586,0,1,1,1,0,Write a PHP function `generateSequence` that generates an integer sequence following specific rules.
2441,php,hard,0,8.15,1109,0,0,0,0,1,Implement a music library manager in PHP that can perform the following operations:
2442,php,medium,0,15.5,1500,0,1,2,1,0,"Write a PHP function `calculateSupervisors` that calculates how many supervisors are needed to manage students in multiple rooms. The number of students in each room is represented by a space-separated string. The supervisor configuration is represented by two numbers: the first number is the maximum number of students each supervisor can manage, and the second number is the number of additional supervisors needed for each additional student beyond that maximum."
2443,php,hard,0,13.71,1806,0,0,2,1,1,PHP Programming Problem: Implementing a Memoization Function
2444,php,easy,0,12.57,1659,0,1,2,0,0,"Write a PHP function `colorGuessingGame` to implement a color guessing game. The function takes two string parameters: `$targetColor` (the target color) and `$guess` (the player's guessed color), and returns an associative array containing the game result."
2445,php,hard,0,17.24,1646,0,1,2,1,1,"Write a PHP function `calculateTextFit` that calculates the optimal display of text within given constraints. The function should determine if the text can be displayed within a specified maximum width and box height, and calculate the appropriate font size and actual height used."
2446,php,hard,0,10.16,1118,0,0,0,1,1,Implement a music playlist management system using PHP. The system should support the following features:
2447,php,medium,0,7.48,950,0,0,0,1,1,"Write a PHP function `towerOfHanoi` that simulates the final state after solving the Tower of Hanoi problem. The function should accept an integer parameter representing the number of disks and return an object describing the final state of three rods (source, auxiliary, destination)."
2448,php,easy,0,14.56,1654,0,1,2,0,0,Implement an EventBus class in PHP that handles event listening and emitting with the following capabilities:
2449,php,medium,1,16.07,1840,0,1,2,1,0,Implement a class called `StateMutator` with the following methods to modify the state of PHP arrays (objects):
2450,php,medium,0,10.95,690,0,1,2,1,0,"Write a PHP function `goldNoise` that takes three numeric parameters `x`, `y`, and `z`, and returns a pseudo-random number generated based on the golden ratio. The returned value should be a floating-point number between 0 and 1 (excluding 1), and for the same input parameters, the return value should always be the same."
2451,php,hard,0,10.15,1112,0,0,0,1,1,Implement a DomainManager class in PHP to manage domain data. The class should support the following operations:
2452,php,hard,0,7.91,966,0,0,0,0,1,Write a PHP function `validateAndAddMovie` that validates and adds a movie to a movies list. The function should:
2453,php,hard,0,10.24,1165,0,0,0,1,1,PHP Chemical Database Operations
2454,php,easy,1,15.83,1219,0,1,2,1,0,Write a PHP function `rps` to implement the Rock-Paper-Scissors game. The function should take two parameters representing player 1's and player 2's choices and return the game result.
2455,php,easy,0,11.31,668,0,1,2,0,0,Write a PHP function `decodeMorse` that decodes a Morse code string into readable text.
2456,php,hard,1,6.71,1144,0,0,0,0,0,Implement a Wordle game simulation in PHP. Create a class called `WordleGame` that takes a 5-letter target word as its constructor argument. The class should have a method `makeGuess(guess)` that accepts a 5-letter guess and returns an associative array with the following properties:
2457,php,hard,0,10.15,1110,0,0,0,1,1,Write a PHP function `validateConfigGroups` that validates and processes user group configurations. The function needs to check the validity of the configuration and store valid group information in a shared database.
2458,php,hard,0,12.62,1391,0,0,1,1,1,Implement an authentication system in PHP with the following requirements:
2459,php,hard,0,13.0,1318,0,0,2,1,0,Implement a NavigationManager class in PHP that controls the display state of a webpage sidebar and forms. The class must meet the following requirements:
2460,php,medium,1,13.88,1246,0,1,2,1,0,"Write a PHP function `hasPathSum` that accepts a binary tree and a target number as parameters, and determines whether there exists a path from the root node to a leaf node where the sum of all node values along the path equals the target number."
2461,php,hard,0,12.57,1059,0,0,2,1,0,Implement a user preferences manager called PreferencesManager with the following functionality:
2462,php,hard,0,9.56,1237,0,0,0,1,1,Implement a form handler in PHP that manages form state and validation. The solution should include the following:
2463,php,hard,1,10.5,1317,0,0,0,1,1,Implement a simple user authentication system with registration and login functionality using PHP. Create an `AuthController` class that meets the following requirements:
2464,php,hard,1,9.97,1000,0,0,0,1,1,Implement a StreamProcessor class in PHP that simulates the functionality of a readable stream similar to Node.js. The class should be able to process data chunks and pipe them to a writable destination.
2465,php,medium,1,12.63,1816,0,0,2,1,0,Implement a bus stop manager class called MapStopsManager that manages current bus stops and stop switching. The class must meet the following requirements:
2466,php,hard,0,6.95,1289,0,0,0,0,0,"Write a PHP function `processFormStateNode` that determines how to handle a form state node based on the type of input value. The function needs to choose between two population strategies (""WHOLE"" or ""PARTS"") and initialize the form state node properties accordingly."
2467,php,hard,0,8.13,1097,0,0,0,0,1,Implement a user login verification function `simulateLogin` that validates user credentials and returns the login result.
2468,php,medium,1,7.77,879,0,0,0,1,1,"Write a PHP function `minimumNumberOfSteps` that calculates the minimum number of steps required to move from a start point to an end point on a 2D grid, avoiding obstacles."
2469,php,hard,0,17.43,2536,0,2,3,0,0,Write a PHP function `formValidator` to validate the validity of a form configuration. The function should accept a form configuration array and return an array containing the validation results.
2470,php,hard,0,8.3,1200,0,0,0,0,1,Implement a user authentication system in PHP with the following functionality:
2471,php,hard,0,8.96,1596,0,0,0,0,1,Write a PHP function `simulateHarvester` that simulates the behavior of an energy harvester (creep) in a game room (room). The function should decide the next action based on the creep's current state and available resources in the room.
2472,php,hard,0,10.49,1312,0,0,0,1,1,Write a PHP function `processStateData` that processes U.S. state data and returns processed results with statistics.
2473,php,easy,1,15.38,1248,0,1,2,1,1,Write a PHP function `minimumWeightPath` that accepts a 2D numeric array (matrix) as input and returns an associative array with two keys:
2474,php,hard,0,7.88,1127,0,0,0,1,0,Implement a FriendManager class in PHP that manages a list of friends with the following functionality:
2475,php,easy,1,9.59,771,0,0,0,1,1,Implement a StateManager class in PHP with the following requirements:
2476,php,hard,0,5.64,983,0,0,0,0,0,Write a PHP function `mipmapDownscale` that receives an image object and returns a new image object with half the dimensions.
2477,php,easy,1,15.68,1125,0,1,2,1,0,Write two PHP functions: `countBs` and `countChar`.
2478,php,hard,0,12.9,1260,0,0,2,1,0,Implement a conference scheduling system that manages conference days and activities. The system needs to support the following functions:
2479,php,hard,0,10.8,1498,0,0,0,1,1,"Write a PHP function `validateRegistrationForm` to validate user registration form data, and implement a helper function `getCitiesByCountry` to return a list of cities for a specified country."
2480,php,hard,0,6.2,902,0,0,0,0,1,Write a PHP function `accordionToggle` that implements accordion-style content toggling. The function should handle the following scenarios:
2481,php,hard,1,17.65,1411,0,1,2,1,1,Write a PHP program that implements a date calculator with the following two functions:
2482,php,hard,0,10.09,1072,0,0,0,1,1,"Write a PHP function named `enhancedOmit` that takes an object and an array of property names, and returns a new object excluding the specified properties while adding metadata information."
2483,php,hard,0,9.77,883,0,0,0,1,1,PHP Project Management System
2484,php,hard,0,12.63,1041,0,1,2,0,1,Write a PHP function `generateChord` that generates chord information based on a given note and chord type.
2485,php,hard,0,10.01,1028,0,0,0,1,1,Write a PHP function `filterAndProcessPersons` that filters and processes an array of person objects. The function must meet the following requirements:
2486,php,medium,0,16.64,2004,0,1,2,0,1,Write a PHP function `calculatePercentageScore` that calculates a percentage score based on the input element's type and value. The function needs to handle two input types: checkbox and range slider.
2487,php,hard,0,10.44,1283,0,0,0,1,1,Implement a User Authentication System in PHP
2488,php,medium,1,11.94,1524,0,1,2,0,0,Write a PHP function `generateStarRating` that generates an array of star objects based on a given rating and skill name.
2489,php,hard,1,14.78,1367,0,1,2,1,1,"Write a PHP function `generateSymmetricPattern` that generates a symmetric pattern based on a given positive integer input. The pattern consists of multiple lines of strings, each containing a specific number of spaces and hash symbols (`#`), forming a symmetric diamond-like pattern."
2490,php,medium,0,16.79,1373,0,1,2,1,1,Implement a simple calculator class Calculator that can handle basic arithmetic operations and clear functionality. The Calculator class needs to include a processInput method that receives string input and returns the currently displayed value.
2491,php,hard,0,12.0,1203,0,0,2,1,0,Implement a GameLoopSimulator class in PHP that simulates a game loop with the following requirements:
2492,php,hard,0,8.79,1015,0,0,0,1,1,Implement a slide navigator that manages a set of slides and provides navigation functionality.
2493,php,medium,1,8.57,1359,0,0,0,0,1,Write a PHP function `processVoterData` that processes voter data and returns structured information. The function needs to return different status information based on different input properties.
2494,php,hard,0,11.06,1654,0,0,0,1,1,Implement a simple Object-Relational Mapping (ORM) system to handle burger data. You need to write a PHP class called `BurgerORM` that should contain the following methods:
2495,php,medium,1,12.33,1040,0,1,2,0,0,"Write a PHP function `calculateMaxProfit` that calculates the maximum profit obtainable from a sequence of stock prices. You can perform multiple transactions (i.e., buy and sell multiple times), but you cannot engage in multiple transactions simultaneously (i.e., you must sell before buying again)."
2496,php,hard,0,7.78,830,0,0,0,1,0,Implement a Counter class in PHP that tracks count operations and maintains a history of all changes. The class should meet the following requirements:
